key,manufacturer,ID,type,stages,ratio,mass,inertia,efficiency,direction,max_int_torque,max_cont_torque
FH_32GPT_R474:1,Faulhaber,32GPT_R474:1,planetary,4,474.0,0.36,8.3e-08,0.65,1.0,10.0,8.0
FH_32GPT_R588:1,Faulhaber,32GPT_R588:1,planetary,4,588.0,0.36,8.3e-08,0.65,1.0,10.0,8.0
FH_32GPT_R862:1,Faulhaber,32GPT_R862:1,planetary,4,862.0,0.36,8.3e-08,0.65,1.0,10.0,8.0
FH_32GPT_R711:1,Faulhaber,32GPT_R711:1,planetary,4,711.0,0.36,7.500000000000001e-08,0.65,1.0,7.2,6.0
FH_32GPT_R1042:1,Faulhaber,32GPT_R1042:1,planetary,4,1042.0,0.36,7.500000000000001e-08,0.65,1.0,7.2,6.0
FH_32GPT_R1294:1,Faulhaber,32GPT_R1294:1,planetary,4,1294.0,0.36,7.500000000000001e-08,0.65,1.0,7.2,6.0
FH_22GPT_R3:1,Faulhaber,22GPT_R3:1,planetary,1,3.0,0.051,7.500000000000001e-08,0.92,1.0,0.6,0.45
FH_22GPT_R3.6:1,Faulhaber,22GPT_R3.6:1,planetary,1,3.6,0.051,7.500000000000001e-08,0.92,1.0,0.6,0.45
FH_22GPT_R4.5:1,Faulhaber,22GPT_R4.5:1,planetary,1,4.5,0.051,7.500000000000001e-08,0.92,1.0,0.6,0.45
FH_22GPT_R6.6:1,Faulhaber,22GPT_R6.6:1,planetary,1,6.6,0.051,7.500000000000001e-08,0.92,1.0,0.6,0.45
FH_22GPT_R9:1,Faulhaber,22GPT_R9:1,planetary,2,9.0,0.066,7.800000000000001e-08,0.84,1.0,1.1,0.8
FH_22GPT_R11:1,Faulhaber,22GPT_R11:1,planetary,2,11.0,0.066,5e-08,0.8200000000000001,1.0,1.1,0.8
FH_22GPT_R14:1,Faulhaber,22GPT_R14:1,planetary,2,14.0,0.066,5e-08,0.8200000000000001,1.0,1.1,0.8
FH_22GPT_R16:1,Faulhaber,22GPT_R16:1,planetary,2,16.0,0.066,5e-08,0.8200000000000001,1.0,1.1,0.8
FH_22GPT_R20:1,Faulhaber,22GPT_R20:1,planetary,2,20.0,0.066,5e-08,0.8200000000000001,1.0,1.1,0.8
FH_22GPT_R24:1,Faulhaber,22GPT_R24:1,planetary,2,24.0,0.066,5e-08,0.8200000000000001,1.0,1.1,0.8
FH_22GPT_R30:1,Faulhaber,22GPT_R30:1,planetary,2,30.0,0.066,5e-08,0.8200000000000001,1.0,1.1,0.8
FH_22GPT_R44:1,Faulhaber,22GPT_R44:1,planetary,2,44.0,0.066,5e-08,0.8200000000000001,1.0,1.1,0.8
FH_22GPT_R41:1,Faulhaber,22GPT_R41:1,planetary,3,41.0,0.08199999999999999,3.4e-08,0.78,1.0,1.8,1.3
FH_22GPT_R49:1,Faulhaber,22GPT_R49:1,planetary,3,49.0,0.08199999999999999,3.4e-08,0.78,1.0,1.8,1.3
FH_22GPT_R59:1,Faulhaber,22GPT_R59:1,planetary,3,59.0,0.08199999999999999,3.4e-08,0.78,1.0,1.8,1.3
FH_22GPT_R72:1,Faulhaber,22GPT_R72:1,planetary,3,72.0,0.08199999999999999,3.4e-08,0.78,1.0,1.8,1.3
FH_22GPT_R89:1,Faulhaber,22GPT_R89:1,planetary,3,89.0,0.08199999999999999,3.4e-08,0.78,1.0,1.8,1.3
FH_22GPT_R108:1,Faulhaber,22GPT_R108:1,planetary,3,108.0,0.08199999999999999,3.4e-08,0.78,1.0,1.8,1.3
FH_22GPT_R131:1,Faulhaber,22GPT_R131:1,planetary,3,131.0,0.08199999999999999,3.4e-08,0.78,1.0,1.8,1.3
FH_22GPT_R158:1,Faulhaber,22GPT_R158:1,planetary,3,158.0,0.08199999999999999,3.4e-08,0.78,1.0,1.8,1.3
FH_22GPT_R196:1,Faulhaber,22GPT_R196:1,planetary,3,196.0,0.08199999999999999,3.4e-08,0.78,1.0,1.8,1.3
FH_22GPT_R178:1,Faulhaber,22GPT_R178:1,planetary,4,178.0,0.09699999999999999,1.4e-08,0.65,1.0,2.5,1.8
FH_22GPT_R215:1,Faulhaber,22GPT_R215:1,planetary,4,215.0,0.09699999999999999,1.4e-08,0.65,1.0,2.5,1.8
FH_22GPT_R267:1,Faulhaber,22GPT_R267:1,planetary,4,267.0,0.09699999999999999,1.4e-08,0.65,1.0,2.5,1.8
FH_22GPT_R323:1,Faulhaber,22GPT_R323:1,planetary,4,323.0,0.09699999999999999,1.4e-08,0.65,1.0,2.5,1.8
FH_22GPT_R401:1,Faulhaber,22GPT_R401:1,planetary,4,401.0,0.09699999999999999,1.4e-08,0.65,1.0,2.5,1.8
FH_22GPT_R474:1,Faulhaber,22GPT_R474:1,planetary,4,474.0,0.09699999999999999,1.4e-08,0.65,1.0,2.5,1.8
FH_22GPT_R588:1,Faulhaber,22GPT_R588:1,planetary,4,588.0,0.09699999999999999,1.4e-08,0.65,1.0,2.5,1.8
FH_22GPT_R862:1,Faulhaber,22GPT_R862:1,planetary,4,862.0,0.09699999999999999,1.4e-08,0.65,1.0,2.5,1.8
FH_22GPT_R711:1,Faulhaber,22GPT_R711:1,planetary,4,711.0,0.09699999999999999,1.3e-08,0.65,1.0,2.0,1.4
FH_22GPT_R1042:1,Faulhaber,22GPT_R1042:1,planetary,4,1042.0,0.09699999999999999,1.3e-08,0.65,1.0,2.0,1.4
FH_22GPT_R1294:1,Faulhaber,22GPT_R1294:1,planetary,4,1294.0,0.09699999999999999,1.3e-08,0.65,1.0,2.0,1.4
FH_32ALN_R4:1,Faulhaber,32ALN_R4:1,planetary,1,4.0,0.125,0.0,0.88,1.0,1.0,0.75
FH_32ALN_R7:1,Faulhaber,32ALN_R7:1,planetary,1,7.0,0.125,0.0,0.88,1.0,1.0,0.75
FH_32ALN_R14:1,Faulhaber,32ALN_R14:1,planetary,2,14.0,0.195,0.0,0.85,1.0,3.0,2.25
FH_32ALN_R19:1,Faulhaber,32ALN_R19:1,planetary,2,19.0,0.195,0.0,0.85,1.0,3.0,2.25
FH_32ALN_R25:1,Faulhaber,32ALN_R25:1,planetary,2,25.0,0.195,0.0,0.85,1.0,3.0,2.25
FH_32ALN_R29:1,Faulhaber,32ALN_R29:1,planetary,2,29.0,0.195,0.0,0.85,1.0,3.0,2.25
FH_32ALN_R68:1,Faulhaber,32ALN_R68:1,planetary,3,68.0,0.24,0.0,0.75,1.0,6.0,4.5
FH_32ALN_R93:1,Faulhaber,32ALN_R93:1,planetary,3,93.0,0.24,0.0,0.75,1.0,6.0,4.5
FH_32ALN_R124:1,Faulhaber,32ALN_R124:1,planetary,3,124.0,0.24,0.0,0.75,1.0,6.0,4.5
FH_32ALN_R169:1,Faulhaber,32ALN_R169:1,planetary,3,169.0,0.24,0.0,0.75,1.0,6.0,4.5
FH_32ALN_R46:1,Faulhaber,32ALN_R46:1,planetary,3,46.0,0.24,0.0,0.75,1.0,6.0,4.5
FH_32ALN_R344:1,Faulhaber,32ALN_R344:1,planetary,4,344.0,0.29,0.0,0.65,1.0,6.0,4.5
FH_32ALN_R626:1,Faulhaber,32ALN_R626:1,planetary,4,626.0,0.29,0.0,0.65,1.0,6.0,4.5
FH_32ALN_R1140:1,Faulhaber,32ALN_R1140:1,planetary,4,1140.0,0.29,0.0,0.65,1.0,6.0,4.5
FH_32ALN_R2076:1,Faulhaber,32ALN_R2076:1,planetary,4,2076.0,0.29,0.0,0.65,1.0,6.0,4.5
FH_32ALN_R236:1,Faulhaber,32ALN_R236:1,planetary,4,236.0,0.29,0.0,0.65,1.0,6.0,4.5
FH_32ALN_R308:1,Faulhaber,32ALN_R308:1,planetary,4,308.0,0.29,0.0,0.65,1.0,6.0,4.5
FH_15_10_R3.33:1,Faulhaber,15_10_R3.33:1,planetary,1,3.33,0.019,0.0,0.9,1.0,0.5,0.35000000000000003
FH_15_10_R4.5:1,Faulhaber,15_10_R4.5:1,planetary,1,4.5,0.019,0.0,0.9,1.0,0.5,0.35000000000000003
FH_15_10_R11:1,Faulhaber,15_10_R11:1,planetary,2,11.0,0.023,0.0,0.8,1.0,0.5,0.35000000000000003
FH_15_10_R15:1,Faulhaber,15_10_R15:1,planetary,2,15.0,0.023,0.0,0.8,1.0,0.5,0.35000000000000003
FH_15_10_R20:1,Faulhaber,15_10_R20:1,planetary,2,20.0,0.023,0.0,0.8,1.0,0.5,0.35000000000000003
FH_15_10_R37:1,Faulhaber,15_10_R37:1,planetary,3,37.0,0.027000000000000003,0.0,0.7000000000000001,1.0,0.5,0.35000000000000003
FH_15_10_R44:1,Faulhaber,15_10_R44:1,planetary,3,44.0,0.027000000000000003,0.0,0.7000000000000001,1.0,0.5,0.35000000000000003
FH_15_10_R50:1,Faulhaber,15_10_R50:1,planetary,3,50.0,0.027000000000000003,0.0,0.7000000000000001,1.0,0.5,0.35000000000000003
FH_15_10_R68:1,Faulhaber,15_10_R68:1,planetary,3,68.0,0.027000000000000003,0.0,0.7000000000000001,1.0,0.5,0.35000000000000003
FH_15_10_R81:1,Faulhaber,15_10_R81:1,planetary,3,81.0,0.027000000000000003,0.0,0.7000000000000001,1.0,0.5,0.35000000000000003
FH_15_10_R91:1,Faulhaber,15_10_R91:1,planetary,3,91.0,0.027000000000000003,0.0,0.7000000000000001,1.0,0.5,0.35000000000000003
FH_15_10_R123:1,Faulhaber,15_10_R123:1,planetary,4,123.0,0.031,0.0,0.6,1.0,0.5,0.35000000000000003
FH_15_10_R148:1,Faulhaber,15_10_R148:1,planetary,4,148.0,0.031,0.0,0.6,1.0,0.5,0.35000000000000003
FH_15_10_R167:1,Faulhaber,15_10_R167:1,planetary,4,167.0,0.031,0.0,0.6,1.0,0.5,0.35000000000000003
FH_15_10_R178:1,Faulhaber,15_10_R178:1,planetary,4,178.0,0.031,0.0,0.6,1.0,0.5,0.35000000000000003
FH_15_10_R200:1,Faulhaber,15_10_R200:1,planetary,4,200.0,0.031,0.0,0.6,1.0,0.5,0.35000000000000003
FH_15_10_R240:1,Faulhaber,15_10_R240:1,planetary,4,240.0,0.031,0.0,0.6,1.0,0.5,0.35000000000000003
FH_15_10_R270:1,Faulhaber,15_10_R270:1,planetary,4,270.0,0.031,0.0,0.6,1.0,0.5,0.35000000000000003
FH_15_10_R304:1,Faulhaber,15_10_R304:1,planetary,4,304.0,0.031,0.0,0.6,1.0,0.5,0.35000000000000003
FH_15_10_R365:1,Faulhaber,15_10_R365:1,planetary,4,365.0,0.031,0.0,0.6,1.0,0.5,0.35000000000000003
FH_15_10_R412:1,Faulhaber,15_10_R412:1,planetary,5,412.0,0.035,0.0,0.5,1.0,0.5,0.35000000000000003
FH_15_10_R494:1,Faulhaber,15_10_R494:1,planetary,5,494.0,0.035,0.0,0.5,1.0,0.5,0.35000000000000003
FH_15_10_R593:1,Faulhaber,15_10_R593:1,planetary,5,593.0,0.035,0.0,0.5,1.0,0.5,0.35000000000000003
FH_15_10_R667:1,Faulhaber,15_10_R667:1,planetary,5,667.0,0.035,0.0,0.5,1.0,0.5,0.35000000000000003
FH_15_10_R750:1,Faulhaber,15_10_R750:1,planetary,5,750.0,0.035,0.0,0.5,1.0,0.5,0.35000000000000003
FH_15_10_R800:1,Faulhaber,15_10_R800:1,planetary,5,800.0,0.035,0.0,0.5,1.0,0.5,0.35000000000000003
FH_15_10_R900:1,Faulhaber,15_10_R900:1,planetary,5,900.0,0.035,0.0,0.5,1.0,0.5,0.35000000000000003
FH_15_10_R1013:1,Faulhaber,15_10_R1013:1,planetary,5,1013.0,0.035,0.0,0.5,1.0,0.5,0.35000000000000003
FH_15_10_R1367:1,Faulhaber,15_10_R1367:1,planetary,5,1367.0,0.035,0.0,0.5,1.0,0.5,0.35000000000000003
FH_22E_R19:1,Faulhaber,22E_R19:1,planetary,2,19.0,0.017,0.0,0.78,1.0,0.4,0.2
FH_22E_R28:1,Faulhaber,22E_R28:1,planetary,2,28.0,0.017,0.0,0.78,1.0,0.4,0.2
FH_22E_R69:1,Faulhaber,22E_R69:1,planetary,3,69.0,0.019,0.0,0.6900000000000001,1.0,0.6,0.3
FH_22E_R102:1,Faulhaber,22E_R102:1,planetary,3,102.0,0.019,0.0,0.6900000000000001,1.0,0.6,0.3
FH_22E_R152:1,Faulhaber,22E_R152:1,planetary,3,152.0,0.019,0.0,0.67,1.0,0.8,0.4
FH_22E_R249:1,Faulhaber,22E_R249:1,planetary,4,249.0,0.02,0.0,0.62,1.0,0.8,0.4
FH_22E_R369:1,Faulhaber,22E_R369:1,planetary,4,369.0,0.02,0.0,0.61,1.0,1.0,0.5
FH_22E_R546:1,Faulhaber,22E_R546:1,planetary,4,546.0,0.02,0.0,0.6,1.0,1.0,0.6
FH_22E_R809:1,Faulhaber,22E_R809:1,planetary,4,809.0,0.02,0.0,0.6,1.0,1.0,0.6
FH_22E_R896:1,Faulhaber,22E_R896:1,planetary,5,896.0,0.022000000000000002,0.0,0.55,1.0,1.0,0.6
FH_22E_R1327:1,Faulhaber,22E_R1327:1,planetary,5,1327.0,0.022000000000000002,0.0,0.55,1.0,1.0,0.6
FH_22E_R1966:1,Faulhaber,22E_R1966:1,planetary,5,1966.0,0.022000000000000002,0.0,0.55,1.0,1.0,0.6
FH_22E_R2913:1,Faulhaber,22E_R2913:1,planetary,5,2913.0,0.022000000000000002,0.0,0.55,1.0,1.0,0.6
FH_22E_R4315:1,Faulhaber,22E_R4315:1,planetary,5,4315.0,0.022000000000000002,0.0,0.55,1.0,1.0,0.6
FH_22E_R3225:1,Faulhaber,22E_R3225:1,planetary,6,3225.0,0.024,0.0,0.49,1.0,1.0,0.6
FH_22E_R4778:1,Faulhaber,22E_R4778:1,planetary,6,4778.0,0.024,0.0,0.49,1.0,1.0,0.6
FH_22E_R7078:1,Faulhaber,22E_R7078:1,planetary,6,7078.0,0.024,0.0,0.49,1.0,1.0,0.6
FH_22E_R10486:1,Faulhaber,22E_R10486:1,planetary,6,10486.0,0.024,0.0,0.49,1.0,1.0,0.6
FH_22E_R15534:1,Faulhaber,22E_R15534:1,planetary,6,15534.0,0.024,0.0,0.49,1.0,1.0,0.6
FH_22E_R23014:1,Faulhaber,22E_R23014:1,planetary,6,23014.0,0.024,0.0,0.49,1.0,1.0,0.6
FH_08_2_R4:1,Faulhaber,08_2_R4:1,spur,2,4.0,0.0032,0.0,0.94,1.0,0.025,0.015
FH_08_2_R9.4:1,Faulhaber,08_2_R9.4:1,spur,3,9.4,0.0034,0.0,0.9,-1.0,0.025,0.015
FH_08_2_R21.9:1,Faulhaber,08_2_R21.9:1,spur,4,21.9,0.0036000000000000008,0.0,0.86,1.0,0.025,0.015
FH_08_2_R51.2:1,Faulhaber,08_2_R51.2:1,spur,5,51.2,0.0038,0.0,0.81,-1.0,0.025,0.015
FH_08_2_R120:1,Faulhaber,08_2_R120:1,spur,6,120.0,0.004,0.0,0.77,1.0,0.025,0.015
FH_08_2_R279:1,Faulhaber,08_2_R279:1,spur,7,279.0,0.004200000000000001,0.0,0.74,-1.0,0.025,0.015
FH_08_2_R650:1,Faulhaber,08_2_R650:1,spur,8,650.0,0.0044,0.0,0.7000000000000001,1.0,0.025,0.015
FH_08_2_R1518:1,Faulhaber,08_2_R1518:1,spur,9,1518.0,0.0046,0.0,0.66,-1.0,0.025,0.015
FH_16_5_R6.3:1,Faulhaber,16_5_R6.3:1,spur,2,6.3,0.017,0.0,0.81,1.0,0.15,0.06
FH_16_5_R22:1,Faulhaber,16_5_R22:1,spur,3,22.0,0.019,0.0,0.73,-1.0,0.15,0.06
FH_16_5_R11.8:1,Faulhaber,16_5_R11.8:1,spur,3,11.8,0.019,0.0,0.73,-1.0,0.15,0.06
FH_16_5_R76:1,Faulhaber,16_5_R76:1,spur,4,76.0,0.021,0.0,0.66,1.0,0.3,0.1
FH_16_5_R41:1,Faulhaber,16_5_R41:1,spur,4,41.0,0.021,0.0,0.66,1.0,0.3,0.1
FH_16_5_R141:1,Faulhaber,16_5_R141:1,spur,4,141.0,0.021,0.0,0.66,1.0,0.15,0.1
FH_16_5_R262:1,Faulhaber,16_5_R262:1,spur,5,262.0,0.022000000000000002,0.0,0.59,-1.0,0.3,0.1
FH_16_5_R485:1,Faulhaber,16_5_R485:1,spur,5,485.0,0.022000000000000002,0.0,0.59,-1.0,0.15,0.1
FH_16_5_R900:1,Faulhaber,16_5_R900:1,spur,6,900.0,0.024,0.0,0.53,1.0,0.3,0.1
FH_16_5_R1670:1,Faulhaber,16_5_R1670:1,spur,6,1670.0,0.024,0.0,0.53,1.0,0.15,0.1
FH_32_3R_R3.71:1,Faulhaber,32_3R_R3.71:1,planetary,1,3.71,0.16,0.0,0.91,1.0,1.2,1.0
FH_32_3R_R14:1,Faulhaber,32_3R_R14:1,planetary,2,14.0,0.195,0.0,0.8300000000000001,1.0,1.9,1.6
FH_32_3R_R23:1,Faulhaber,32_3R_R23:1,planetary,2,23.0,0.195,0.0,0.8300000000000001,1.0,3.6,3.0
FH_32_3R_R43:1,Faulhaber,32_3R_R43:1,planetary,3,43.0,0.23,0.0,0.75,1.0,4.2,3.5
FH_32_3R_R66:1,Faulhaber,32_3R_R66:1,planetary,3,66.0,0.23,0.0,0.75,1.0,4.8,4.0
FH_32_3R_R86:1,Faulhaber,32_3R_R86:1,planetary,3,86.0,0.23,0.0,0.75,1.0,6.0,5.0
FH_32_3R_R134:1,Faulhaber,32_3R_R134:1,planetary,4,134.0,0.265,0.0,0.6900000000000001,1.0,9.5,7.0
FH_32_3R_R159:1,Faulhaber,32_3R_R159:1,planetary,4,159.0,0.265,0.0,0.6900000000000001,1.0,9.5,7.0
FH_32_3R_R246:1,Faulhaber,32_3R_R246:1,planetary,4,246.0,0.265,0.0,0.6900000000000001,1.0,9.5,7.0
FH_32_3R_R415:1,Faulhaber,32_3R_R415:1,planetary,5,415.0,0.3,0.0,0.62,1.0,9.5,7.0
FH_32_3R_R592:1,Faulhaber,32_3R_R592:1,planetary,5,592.0,0.3,0.0,0.62,1.0,9.5,7.0
FH_32_3R_R989:1,Faulhaber,32_3R_R989:1,planetary,5,989.0,0.3,0.0,0.62,1.0,9.5,7.0
FH_38_1S_R14:1,Faulhaber,38_1S_R14:1,planetary,2,14.0,0.215,0.0,0.8,1.0,15.0,10.0
FH_38_1S_R43:1,Faulhaber,38_1S_R43:1,planetary,3,43.0,0.268,0.0,0.7000000000000001,1.0,15.0,10.0
FH_38_1S_R66:1,Faulhaber,38_1S_R66:1,planetary,3,66.0,0.268,0.0,0.7000000000000001,1.0,15.0,10.0
FH_38_1S_R134:1,Faulhaber,38_1S_R134:1,planetary,4,134.0,0.32,0.0,0.6,1.0,15.0,10.0
FH_38_1S_R159:1,Faulhaber,38_1S_R159:1,planetary,4,159.0,0.32,0.0,0.6,1.0,15.0,10.0
FH_38_1S_R246:1,Faulhaber,38_1S_R246:1,planetary,4,246.0,0.32,0.0,0.6,1.0,15.0,10.0
FH_38_1S_R415:1,Faulhaber,38_1S_R415:1,planetary,5,415.0,0.375,0.0,0.55,1.0,15.0,10.0
FH_38_1S_R592:1,Faulhaber,38_1S_R592:1,planetary,5,592.0,0.375,0.0,0.55,1.0,15.0,10.0
FH_38_1S_R989:1,Faulhaber,38_1S_R989:1,planetary,5,989.0,0.375,0.0,0.55,1.0,15.0,10.0
FH_38_1S_R1526:1,Faulhaber,38_1S_R1526:1,planetary,5,1526.0,0.375,0.0,0.55,1.0,15.0,10.0
FH_22F_R4:1,Faulhaber,22F_R4:1,planetary,1,4.0,0.040999999999999995,0.0,0.8,1.0,0.6,0.4
FH_22F_R14:1,Faulhaber,22F_R14:1,planetary,2,14.0,0.057,0.0,0.75,1.0,0.9,0.6
FH_22F_R16:1,Faulhaber,22F_R16:1,planetary,2,16.0,0.057,0.0,0.75,1.0,0.9,0.6
FH_22F_R19:1,Faulhaber,22F_R19:1,planetary,2,19.0,0.057,0.0,0.75,1.0,0.9,0.6
FH_22F_R25:1,Faulhaber,22F_R25:1,planetary,2,25.0,0.057,0.0,0.75,1.0,0.9,0.6
FH_22F_R51:1,Faulhaber,22F_R51:1,planetary,3,51.0,0.075,0.0,0.7000000000000001,1.0,1.35,0.9
FH_22F_R59:1,Faulhaber,22F_R59:1,planetary,3,59.0,0.075,0.0,0.7000000000000001,1.0,1.35,0.9
FH_22F_R68:1,Faulhaber,22F_R68:1,planetary,3,68.0,0.075,0.0,0.7000000000000001,1.0,1.35,0.9
FH_22F_R71:1,Faulhaber,22F_R71:1,planetary,3,71.0,0.075,0.0,0.7000000000000001,1.0,1.35,0.9
FH_22F_R93:1,Faulhaber,22F_R93:1,planetary,3,93.0,0.075,0.0,0.7000000000000001,1.0,1.35,0.9
FH_22F_R100:1,Faulhaber,22F_R100:1,planetary,3,100.0,0.075,0.0,0.7000000000000001,1.0,1.35,0.9
FH_22F_R107:1,Faulhaber,22F_R107:1,planetary,3,107.0,0.075,0.0,0.7000000000000001,1.0,1.35,0.9
FH_22F_R189:1,Faulhaber,22F_R189:1,planetary,4,189.0,0.09,0.0,0.6,1.0,1.5,1.0
FH_22F_R218:1,Faulhaber,22F_R218:1,planetary,4,218.0,0.09,0.0,0.6,1.0,1.5,1.0
FH_22F_R252:1,Faulhaber,22F_R252:1,planetary,4,252.0,0.09,0.0,0.6,1.0,1.5,1.0
FH_22F_R264:1,Faulhaber,22F_R264:1,planetary,4,264.0,0.09,0.0,0.6,1.0,1.5,1.0
FH_22F_R292:1,Faulhaber,22F_R292:1,planetary,4,292.0,0.09,0.0,0.6,1.0,1.5,1.0
FH_22F_R305:1,Faulhaber,22F_R305:1,planetary,4,305.0,0.09,0.0,0.6,1.0,1.5,1.0
FH_22F_R344:1,Faulhaber,22F_R344:1,planetary,4,344.0,0.09,0.0,0.6,1.0,1.5,1.0
FH_22F_R130:1,Faulhaber,22F_R130:1,planetary,4,130.0,0.09,0.0,0.6,1.0,1.5,1.0
FH_22F_R169:1,Faulhaber,22F_R169:1,planetary,4,169.0,0.09,0.0,0.6,1.0,1.5,1.0
FH_16_5S_R6.3:1,Faulhaber,16_5S_R6.3:1,spur,2,6.3,0.017,0.0,0.81,1.0,0.15,0.06
FH_16_5S_R22:1,Faulhaber,16_5S_R22:1,spur,3,22.0,0.019,0.0,0.73,-1.0,0.15,0.06
FH_16_5S_R11.8:1,Faulhaber,16_5S_R11.8:1,spur,3,11.8,0.019,0.0,0.73,-1.0,0.15,0.06
FH_16_5S_R76:1,Faulhaber,16_5S_R76:1,spur,4,76.0,0.021,0.0,0.66,1.0,0.3,0.1
FH_16_5S_R41:1,Faulhaber,16_5S_R41:1,spur,4,41.0,0.021,0.0,0.66,1.0,0.3,0.1
FH_16_5S_R141:1,Faulhaber,16_5S_R141:1,spur,4,141.0,0.021,0.0,0.66,1.0,0.15,0.1
FH_16_5S_R262:1,Faulhaber,16_5S_R262:1,spur,5,262.0,0.022000000000000002,0.0,0.59,-1.0,0.3,0.1
FH_16_5S_R485:1,Faulhaber,16_5S_R485:1,spur,5,485.0,0.022000000000000002,0.0,0.59,-1.0,0.15,0.1
FH_16_5S_R900:1,Faulhaber,16_5S_R900:1,spur,6,900.0,0.024,0.0,0.53,1.0,0.3,0.1
FH_16_5S_R1670:1,Faulhaber,16_5S_R1670:1,spur,6,1670.0,0.024,0.0,0.53,1.0,0.15,0.1
FH_06_1_R4:1,Faulhaber,06_1_R4:1,planetary,1,4.0,0.002,0.0,0.9,1.0,0.035,0.025
FH_06_1_R16:1,Faulhaber,06_1_R16:1,planetary,2,16.0,0.0028,0.0,0.8,1.0,0.035,0.025
FH_06_1_R64:1,Faulhaber,06_1_R64:1,planetary,3,64.0,0.0034,0.0,0.7000000000000001,1.0,0.035,0.025
FH_06_1_R256:1,Faulhaber,06_1_R256:1,planetary,4,256.0,0.004,0.0,0.6,1.0,0.035,0.025
FH_06_1_R1024:1,Faulhaber,06_1_R1024:1,planetary,5,1024.0,0.0044,0.0,0.55,1.0,0.035,0.025
FH_06_1_R4096:1,Faulhaber,06_1_R4096:1,planetary,6,4096.0,0.005,0.0,0.48,1.0,0.035,0.025
FH_38A_R4:1,Faulhaber,38A_R4:1,planetary,1,4.0,0.19,0.0,0.96,1.0,9.6,6.0
FH_38A_R12:1,Faulhaber,38A_R12:1,planetary,2,12.0,0.26,0.0,0.94,1.0,32.0,20.0
FH_38A_R5:1,Faulhaber,38A_R5:1,planetary,2,5.0,0.26,0.0,0.94,1.0,32.0,20.0
FH_38A_R25:1,Faulhaber,38A_R25:1,planetary,2,25.0,0.26,0.0,0.94,1.0,29.0,18.0
FH_38A_R16:1,Faulhaber,38A_R16:1,planetary,2,16.0,0.26,0.0,0.94,1.0,29.0,18.0
FH_38A_R20:1,Faulhaber,38A_R20:1,planetary,2,20.0,0.26,0.0,0.94,1.0,29.0,18.0
FH_38A_R36:1,Faulhaber,38A_R36:1,planetary,3,36.0,0.33,0.0,0.9,1.0,32.0,20.0
FH_38A_R200:1,Faulhaber,38A_R200:1,planetary,3,200.0,0.33,0.0,0.9,1.0,29.0,18.0
FH_38A_R45:1,Faulhaber,38A_R45:1,planetary,3,45.0,0.33,0.0,0.9,1.0,29.0,18.0
FH_38A_R60:1,Faulhaber,38A_R60:1,planetary,3,60.0,0.33,0.0,0.9,1.0,29.0,18.0
FH_38A_R80:1,Faulhaber,38A_R80:1,planetary,3,80.0,0.33,0.0,0.9,1.0,29.0,18.0
FH_38A_R100:1,Faulhaber,38A_R100:1,planetary,3,100.0,0.33,0.0,0.9,1.0,29.0,18.0
FH_38A_R120:1,Faulhaber,38A_R120:1,planetary,3,120.0,0.33,0.0,0.9,1.0,29.0,18.0
FH_38A_R160:1,Faulhaber,38A_R160:1,planetary,3,160.0,0.33,0.0,0.9,1.0,29.0,18.0
FH_38A_R240:1,Faulhaber,38A_R240:1,planetary,4,240.0,0.41,0.0,0.8,1.0,32.0,20.0
FH_38A_R1600:1,Faulhaber,38A_R1600:1,planetary,4,1600.0,0.41,0.0,0.8,1.0,29.0,18.0
FH_38A_R360:1,Faulhaber,38A_R360:1,planetary,4,360.0,0.41,0.0,0.8,1.0,29.0,18.0
FH_38A_R480:1,Faulhaber,38A_R480:1,planetary,4,480.0,0.41,0.0,0.8,1.0,29.0,18.0
FH_38A_R800:1,Faulhaber,38A_R800:1,planetary,4,800.0,0.41,0.0,0.8,1.0,29.0,18.0
FH_26A_R13:1,Faulhaber,26A_R13:1,planetary,2,13.0,0.021,0.0,0.81,1.0,0.5,0.3
FH_26A_R16:1,Faulhaber,26A_R16:1,planetary,2,16.0,0.021,0.0,0.81,1.0,0.6,0.3
FH_26A_R40:1,Faulhaber,26A_R40:1,planetary,3,40.0,0.023,0.0,0.73,1.0,1.1,0.75
FH_26A_R50:1,Faulhaber,26A_R50:1,planetary,3,50.0,0.023,0.0,0.73,1.0,1.2,0.8
FH_26A_R64:1,Faulhaber,26A_R64:1,planetary,3,64.0,0.023,0.0,0.73,1.0,1.2,0.8
FH_26A_R124:1,Faulhaber,26A_R124:1,planetary,4,124.0,0.025,0.0,0.64,1.0,1.4,0.9
FH_26A_R158:1,Faulhaber,26A_R158:1,planetary,4,158.0,0.025,0.0,0.64,1.0,1.5,1.0
FH_26A_R201:1,Faulhaber,26A_R201:1,planetary,4,201.0,0.025,0.0,0.64,1.0,1.5,1.0
FH_26A_R256:1,Faulhaber,26A_R256:1,planetary,4,256.0,0.025,0.0,0.64,1.0,1.5,1.0
FH_38_2_R3.71:1,Faulhaber,38_2_R3.71:1,planetary,1,3.71,0.145,0.0,0.88,1.0,8.0,6.0
FH_38_2_R14:1,Faulhaber,38_2_R14:1,planetary,2,14.0,0.195,0.0,0.8,1.0,0.6,0.4
FH_38_2_R43:1,Faulhaber,38_2_R43:1,planetary,3,43.0,0.245,0.0,0.7000000000000001,1.0,1.9,1.4
