key,manufacturer,ID,type,V,k_t,R,L,mass,inertia,omega_nl,I_nl,I_nom,max_int_torque,max_int_speed,max_cont_speed,max_cont_power,coulomb_friction,viscous_friction,Rth1,Rth2
FH_2642W036CXR,Faulhaber,2642W036CXR,DC,36.0,0.057310000000000014,13.78,0.001283,0.114,1.2e-06,607.3745796940267,0.03,0.54,inf,733.0382858376182,493.2300466135975,inf,0.0017,,4.7,15.2
FH_2642W048CXR,Faulhaber,2642W048CXR,DC,48.0,0.07633999999999999,24.06,0.00228,0.114,1.2e-06,617.8465552059928,0.022000000000000002,0.41,inf,733.0382858376182,497.41883681838385,inf,0.0017,,4.7,15.2
FH_2230T003S,Faulhaber,2230T003S,DC,3.0,0.00296,0.6,3.5e-05,0.05,3.7e-07,1005.3096491487338,0.04,0.7,inf,1151.9173063162575,864.9851772883898,inf,0.00011999999999999999,,4.0,28.0
FH_2230T006S,Faulhaber,2230T006S,DC,6.0,0.0061,3.0,0.00015,0.05,2.5e-07,973.893722612836,0.019,0.7,inf,1151.9173063162575,562.345084992573,inf,0.00011999999999999999,,4.0,28.0
FH_2230T012S,Faulhaber,2230T012S,DC,12.0,0.012,10.8,0.00042,0.05,2.7e-07,994.8376736367677,0.01,0.4,inf,1151.9173063162575,545.5899241734272,inf,0.00011999999999999999,,4.0,28.0
FH_2230T015S,Faulhaber,2230T015S,DC,15.0,0.0169,21.0,0.0009,0.05,2.7e-07,879.645943005142,0.006999999999999999,0.29,inf,1151.9173063162575,435.63418129778466,inf,0.00011999999999999999,,4.0,28.0
FH_2230T024S,Faulhaber,2230T024S,DC,24.0,0.0252,50.0,0.0022,0.05,2.4e-07,942.477796076938,0.005,0.18,inf,1151.9173063162575,486.94686130641793,inf,0.00013000000000000002,,4.0,28.0
FH_2230T040S,Faulhaber,2230T040S,DC,40.0,0.0459,193.0,0.008,0.05,2.4e-07,858.7019919812102,0.003,0.094,inf,1151.9173063162575,365.4719453676126,inf,0.00014,,4.0,28.0
FH_0615N1.5S,Faulhaber,0615N1.5S,DC,1.5,0.0006900000000000001,3.9,1.2e-05,0.002,1e-09,2000.147322785501,0.03,0.29,inf,2513.2741228718346,261.79938779914943,inf,2e-05,,35.0,76.0
FH_0615N003S,Faulhaber,0615N003S,DC,3.0,0.0013000000000000002,16.2,3.9e-05,0.002,1e-09,2115.339053417127,0.016,0.14,inf,2513.2741228718346,261.79938779914943,inf,2e-05,,35.0,76.0
FH_0615N4.5S,Faulhaber,0615N4.5S,DC,4.5,0.00196,37.7,9.5e-05,0.002,1e-09,2094.3951023931954,0.012,0.092,inf,2513.2741228718346,261.79938779914943,inf,2e-05,,35.0,76.0
FH_1516T1.5S,Faulhaber,1516T1.5S,DC,1.5,0.0009400000000000001,1.11,1.6e-05,0.01,3.1e-08,1507.9644737231006,0.075,0.7,inf,1884.955592153876,658.68725970266,inf,7.000000000000001e-05,,8.0,45.0
FH_1516T002S,Faulhaber,1516T002S,DC,2.0,0.00122,3.25,2.7000000000000002e-05,0.01,2.1e-08,1487.0205226991684,0.057,0.45,inf,1884.955592153876,261.79938779914943,inf,7.000000000000001e-05,,8.0,45.0
FH_1516T4.5S,Faulhaber,1516T4.5S,DC,4.5,0.0026100000000000003,14.7,0.00014,0.01,2.6e-08,1570.7963267948965,0.027000000000000003,0.21,inf,1884.955592153876,312.0648702565861,inf,7.000000000000001e-05,,8.0,45.0
FH_1516T006S,Faulhaber,1516T006S,DC,6.0,0.0034100000000000003,31.2,0.00024,0.01,2.1e-08,1570.7963267948965,0.021,0.14,inf,1884.955592153876,261.79938779914943,inf,7.000000000000001e-05,,8.0,45.0
FH_1516T012S,Faulhaber,1516T012S,DC,12.0,0.0066099999999999996,115.0,0.0009,0.01,2.2999999999999998e-08,1633.6281798666926,0.011000000000000001,0.077,inf,1884.955592153876,261.79938779914943,inf,7.000000000000001e-05,,8.0,45.0
FH_1219N4.5G,Faulhaber,1219N4.5G,DC,4.5,0.0027600000000000003,10.7,0.00015,0.011000000000000001,1.4e-08,1602.2122533307943,0.008,0.27,inf,1989.675347273536,326.7256359733385,inf,2e-05,,17.0,48.0
FH_1219N006G,Faulhaber,1219N006G,DC,6.0,0.00351,17.6,0.0003,0.011000000000000001,1.4e-08,1675.5160819145565,0.006999999999999999,0.21,inf,1989.675347273536,405.26545231308336,inf,2e-05,,17.0,48.0
FH_1219N012G,Faulhaber,1219N012G,DC,12.0,0.006999999999999999,69.0,0.0012,0.011000000000000001,1.3e-08,1675.5160819145565,0.004,0.11,inf,1989.675347273536,423.06781068342553,inf,2.9999999999999997e-05,,17.0,48.0
FH_1219N015G,Faulhaber,1219N015G,DC,15.0,0.00861,131.0,0.0016,0.011000000000000001,1.1000000000000001e-08,1696.4600329384882,0.003,0.077,inf,1989.675347273536,290.07372168145747,inf,2.9999999999999997e-05,,17.0,48.0
FH_2233T4.5S,Faulhaber,2233T4.5S,DC,4.5,0.00504,1.2,6e-05,0.061,2.6e-07,890.117918517108,0.02,0.7,inf,1047.1975511965975,725.7079029792421,inf,0.0001,,4.0,27.0
FH_2233T006S,Faulhaber,2233T006S,DC,6.0,0.0073700000000000015,2.7,0.00012,0.061,2e-07,806.3421144213803,0.013999999999999999,0.7,inf,1047.1975511965975,502.6548245743669,inf,0.0001,,4.0,27.0
FH_2233T012S,Faulhaber,2233T012S,DC,12.0,0.013999999999999999,9.6,0.00044,0.061,2.2e-07,858.7019919812102,0.006999999999999999,0.43,inf,1047.1975511965975,481.7108735504349,inf,0.0001,,4.0,27.0
FH_2233T018S,Faulhaber,2233T018S,DC,18.0,0.0188,25.0,0.0007999999999999999,0.061,2.5e-07,942.477796076938,0.005,0.27,inf,1047.1975511965975,505.7964172279567,inf,0.0001,,4.0,27.0
FH_2233T024S,Faulhaber,2233T024S,DC,24.0,0.027000000000000003,52.0,0.0016,0.061,1.6e-07,879.645943005142,0.004,0.19,inf,1047.1975511965975,436.68137884898124,inf,0.0001,,4.0,27.0
FH_2233T030S,Faulhaber,2233T030S,DC,30.0,0.032600000000000004,97.0,0.0024,0.061,1.3999999999999998e-07,911.06186954104,0.003,0.14,inf,1047.1975511965975,404.2182547618866,inf,0.0001,,4.0,27.0
FH_1624T003S,Faulhaber,1624T003S,DC,3.0,0.00235,1.6,8.499999999999999e-05,0.021,6.5e-08,1256.6370614359173,0.03,0.7,inf,1780.235837034216,718.3775201208659,inf,7.000000000000001e-05,,8.0,39.0
FH_1624T006S,Faulhaber,1624T006S,DC,6.0,0.0053,9.1,0.0002,0.021,6.8e-08,1099.5574287564277,0.019,0.37,inf,1780.235837034216,319.39525311496226,inf,0.0001,,8.0,39.0
FH_1624T009S,Faulhaber,1624T009S,DC,9.0,0.0073300000000000014,14.5,0.0004,0.021,6.999999999999999e-08,1204.2771838760873,0.012,0.29,inf,1780.235837034216,490.0884539600077,inf,8.999999999999999e-05,,8.0,39.0
FH_1624T012S,Faulhaber,1624T012S,DC,12.0,0.00864,24.0,0.00075,0.021,5.8999999999999986e-08,1361.3568165555769,0.01,0.22,inf,1780.235837034216,588.5250237724879,inf,8.999999999999999e-05,,8.0,39.0
FH_1624T018S,Faulhaber,1624T018S,DC,18.0,0.0123,42.0,0.0012,0.021,6.8e-08,1445.1326206513047,0.006999999999999999,0.17,inf,1780.235837034216,721.5191127744557,inf,8.999999999999999e-05,,8.0,39.0
FH_1624T024S,Faulhaber,1624T024S,DC,24.0,0.0156,75.0,0.003,0.021,7.8e-08,1507.9644737231006,0.006,0.13,inf,1780.235837034216,758.1710270663368,inf,8.999999999999999e-05,,8.0,39.0
FH_1516T006SR,Faulhaber,1516T006SR,DC,6.0,0.00415,15.2,0.0001,0.013,4e-08,1340.4128655316451,0.028999999999999998,0.27,inf,1570.7963267948965,261.79938779914943,inf,0.00011999999999999999,,10.0,33.0
FH_1516T009SR,Faulhaber,1516T009SR,DC,9.0,0.00625,32.5,0.00023,0.013,4.2e-08,1340.4128655316451,0.019,0.19,inf,1570.7963267948965,261.79938779914943,inf,0.00011999999999999999,,10.0,33.0
FH_1516T012SR,Faulhaber,1516T012SR,DC,12.0,0.00826,60.0,0.0004,0.013,4e-08,1350.884841043611,0.013999999999999999,0.14,inf,1570.7963267948965,261.79938779914943,inf,0.00011999999999999999,,10.0,33.0
FH_1524T003SR,Faulhaber,1524T003SR,DC,3.0,0.00267,1.1,2.2e-05,0.018000000000000002,5.3e-08,1110.0294042683936,0.03,0.7,inf,1361.3568165555769,816.8140899333463,inf,8e-05,,10.0,29.0
FH_1524T006SR,Faulhaber,1524T006SR,DC,6.0,0.006,5.1,0.00011,0.018000000000000002,5.8e-08,994.8376736367677,0.013000000000000001,0.56,inf,1361.3568165555769,404.2182547618866,inf,8e-05,,10.0,29.0
FH_1524T009SR,Faulhaber,1524T009SR,DC,9.0,0.00855,10.6,0.00023,0.018000000000000002,5.7e-08,1047.1975511965975,0.009000000000000001,0.38,inf,1361.3568165555769,471.23889803846896,inf,8e-05,,10.0,29.0
FH_1524T012SR,Faulhaber,1524T012SR,DC,12.0,0.0115,19.8,0.00042,0.018000000000000002,5.600000000000001e-08,1026.2536001726658,0.006999999999999999,0.28,inf,1361.3568165555769,432.49258864419477,inf,8e-05,,10.0,29.0
FH_1524T018SR,Faulhaber,1524T018SR,DC,18.0,0.0174,43.9,0.00095,0.018000000000000002,5.7e-08,1026.2536001726658,0.005,0.19,inf,1361.3568165555769,453.43653966812684,inf,8e-05,,10.0,29.0
FH_1524T024SR,Faulhaber,1524T024SR,DC,24.0,0.0231,79.3,0.0016699999999999998,0.018000000000000002,5.600000000000001e-08,1026.2536001726658,0.004,0.14,inf,1361.3568165555769,430.3981935418016,inf,8e-05,,10.0,29.0
FH_1717T003SR,Faulhaber,1717T003SR,DC,3.0,0.00198,1.07,1.7e-05,0.018000000000000002,5.8999999999999986e-08,1466.076571675237,0.091,0.7,inf,1675.5160819145565,1129.926157741129,inf,0.00017999999999999998,,4.5,27.0
FH_1717T006SR,Faulhaber,1717T006SR,DC,6.0,0.00396,4.3,6.500000000000001e-05,0.018000000000000002,5.8e-08,1466.076571675237,0.046,0.63,inf,1675.5160819145565,684.8671984825747,inf,0.00017999999999999998,,4.5,27.0
FH_1717T012SR,Faulhaber,1717T012SR,DC,12.0,0.00792,17.1,0.00026000000000000003,0.018000000000000002,5.8999999999999986e-08,1466.076571675237,0.023,0.32,inf,1675.5160819145565,688.0087911361645,inf,0.00017999999999999998,,4.5,27.0
FH_1717T018SR,Faulhaber,1717T018SR,DC,18.0,0.0135,50.1,0.0007599999999999999,0.018000000000000002,5.8e-08,1288.0529879718151,0.013000000000000001,0.19,inf,1675.5160819145565,478.56928089684516,inf,0.00017999999999999998,,4.5,27.0
FH_1717T024SR,Faulhaber,1717T024SR,DC,24.0,0.0159,68.8,0.0010400000000000001,0.018000000000000002,5.8999999999999986e-08,1466.076571675237,0.011000000000000001,0.16,inf,1675.5160819145565,684.8671984825747,inf,0.00016999999999999999,,4.5,27.0
FH_2224U003SR,Faulhaber,2224U003SR,DC,3.0,0.0034900000000000005,0.56,1.1e-05,0.046,2.4e-07,848.2300164692441,0.066,0.7,inf,942.477796076938,750.8406442079605,inf,0.00022999999999999998,,5.0,20.0
FH_2224U006SR,Faulhaber,2224U006SR,DC,6.0,0.00692,1.94,4.5e-05,0.046,2.7e-07,858.7019919812102,0.028999999999999998,0.7,inf,942.477796076938,669.1592352146258,inf,0.0002,,5.0,20.0
FH_2224U012SR,Faulhaber,2224U012SR,DC,12.0,0.0145,8.71,0.0002,0.046,2.7e-07,816.8140899333463,0.013999999999999999,0.52,inf,942.477796076938,459.7197249753064,inf,0.0002,,5.0,20.0
FH_2224U018SR,Faulhaber,2224U018SR,DC,18.0,0.021,17.5,0.00045,0.046,2.8e-07,848.2300164692441,0.01,0.37,inf,942.477796076938,502.6548245743669,inf,0.00021,,5.0,20.0
FH_2224U024SR,Faulhaber,2224U024SR,DC,24.0,0.0291,36.3,0.0007999999999999999,0.046,2.6e-07,816.8140899333463,0.006999999999999999,0.25,inf,942.477796076938,450.29494701453694,inf,0.0002,,5.0,20.0
FH_2224U036SR,Faulhaber,2224U036SR,DC,36.0,0.0435,91.4,0.0018,0.046,2.3e-07,816.8140899333463,0.005,0.16,inf,942.477796076938,425.1622057858186,inf,0.00022,,5.0,20.0
FH_1016K003SR,Faulhaber,1016K003SR,DC,3.0,0.00223,3.1,4.2e-05,0.006500000000000001,1.1999999999999998e-08,1329.940890019679,0.017,0.46,inf,1675.5160819145565,581.1946409141118,inf,3.7e-05,,17.0,59.0
FH_1016K006SR,Faulhaber,1016K006SR,DC,6.0,0.00439,12.5,0.000168,0.006500000000000001,1.1999999999999998e-08,1340.4128655316451,0.009000000000000001,0.23,inf,1675.5160819145565,588.5250237724879,inf,4e-05,,17.0,59.0
FH_1016K009SR,Faulhaber,1016K009SR,DC,9.0,0.0064800000000000005,27.1,0.000363,0.006500000000000001,1.1999999999999998e-08,1361.3568165555769,0.006999999999999999,0.16,inf,1675.5160819145565,612.6105674500096,inf,4.3e-05,,17.0,59.0
FH_1016K012SR,Faulhaber,1016K012SR,DC,12.0,0.00799,40.7,0.000547,0.006500000000000001,1.1999999999999998e-08,1476.5485471872028,0.005,0.13,inf,1675.5160819145565,740.3686686959945,inf,4.2e-05,,17.0,59.0
FH_1024K003SR,Faulhaber,1024K003SR,DC,3.0,0.00233,1.36,1.6e-05,0.0108,1.1999999999999998e-08,1277.581012459849,0.016,0.74,inf,1570.7963267948965,800.0589291142006,inf,3.7e-05,,16.0,51.0
FH_1024K006SR,Faulhaber,1024K006SR,DC,6.0,0.00461,5.96,6.2e-05,0.0108,1.1999999999999998e-08,1288.0529879718151,0.008,0.35,inf,1570.7963267948965,781.2093731926617,inf,3.7e-05,,16.0,51.0
FH_1024K009SR,Faulhaber,1024K009SR,DC,9.0,0.0071400000000000005,14.9,0.00015099999999999998,0.0108,1.1999999999999998e-08,1256.6370614359173,0.005,0.22,inf,1570.7963267948965,723.6135078768491,inf,3.7e-05,,16.0,51.0
FH_1024K012SR,Faulhaber,1024K012SR,DC,12.0,0.00886,23.7,0.000218,0.0108,1.1000000000000001e-08,1340.4128655316451,0.004,0.18,inf,1570.7963267948965,814.719694830953,inf,3.8e-05,,16.0,51.0
FH_1319T006SR,Faulhaber,1319T006SR,DC,6.0,0.00419,8.26,0.00013000000000000002,0.012,4e-08,1371.828792067543,0.031,0.4,inf,1780.235837034216,433.53978619539146,inf,0.00013000000000000002,,8.0,35.0
FH_1319T012SR,Faulhaber,1319T012SR,DC,12.0,0.008570000000000001,34.6,0.00053,0.012,4e-08,1340.4128655316451,0.015,0.2,inf,1780.235837034216,396.88787190351053,inf,0.00013000000000000002,,8.0,35.0
FH_1319T024SR,Faulhaber,1319T024SR,DC,24.0,0.015,119.0,0.0016,0.012,3.6e-08,1528.9084247470325,0.009000000000000001,0.11,inf,1780.235837034216,565.4866776461628,inf,0.00013000000000000002,,8.0,35.0
FH_1331T006SR,Faulhaber,1331T006SR,DC,6.0,0.00535,2.83,7e-05,0.019,7.099999999999999e-08,1110.0294042683936,0.022000000000000002,0.4,inf,1256.6370614359173,912.1090670922366,inf,0.00011999999999999999,,6.0,25.0
FH_1331T012SR,Faulhaber,1331T012SR,DC,12.0,0.0114,13.7,0.00031,0.019,6.7e-08,1036.7255756846316,0.0105,0.37,inf,1256.6370614359173,513.1268000863329,inf,0.00011999999999999999,,6.0,25.0
FH_1331T024SR,Faulhaber,1331T024SR,DC,24.0,0.0218,52.9,0.0010999999999999998,0.019,6.3e-08,1089.0854532444616,0.0055,0.19,inf,1256.6370614359173,550.8259119294104,inf,0.00011999999999999999,,6.0,25.0
FH_1724T003SR,Faulhaber,1724T003SR,DC,3.0,0.00346,0.78,2.1e-05,0.027000000000000003,1.2e-07,858.7019919812102,0.038,0.7,inf,1047.1975511965975,711.04713726249,inf,0.00013000000000000002,,4.0,24.5
FH_1724T006SR,Faulhaber,1724T006SR,DC,6.0,0.00659,3.41,7.5e-05,0.027000000000000003,1e-07,900.5898940290739,0.02,0.7,inf,1047.1975511965975,494.27724416479407,inf,0.00013000000000000002,,4.0,24.5
FH_1724T012SR,Faulhaber,1724T012SR,DC,12.0,0.0143,16.2,0.00036,0.027000000000000003,1e-07,827.2860654453121,0.009000000000000001,0.35,inf,1047.1975511965975,359.18876006043297,inf,0.00013000000000000002,,4.0,24.5
FH_1724T018SR,Faulhaber,1724T018SR,DC,18.0,0.0202,32.1,0.0007099999999999999,0.027000000000000003,1e-07,879.645943005142,0.006,0.25,inf,1047.1975511965975,417.8318229274425,inf,0.00011999999999999999,,4.0,24.5
FH_1724T024SR,Faulhaber,1724T024SR,DC,24.0,0.0263,54.6,0.0012,0.027000000000000003,1e-07,900.5898940290739,0.005,0.19,inf,1047.1975511965975,441.91736660496423,inf,0.00013000000000000002,,4.0,24.5
FH_1224N006SR,Faulhaber,1224N006SR,DC,6.0,0.004110000000000001,4.6,5.5e-05,0.0135,1.8e-08,1445.1326206513047,0.011000000000000001,0.4,inf,1675.5160819145565,1013.6872295583064,inf,5e-05,,17.0,37.0
FH_1224N012SR,Faulhaber,1224N012SR,DC,12.0,0.0083,18.2,0.00022,0.0135,1.8e-08,1434.6606451393386,0.005,0.22,inf,1675.5160819145565,898.4954989266807,inf,5e-05,,17.0,37.0
FH_1224N015SR,Faulhaber,1224N015SR,DC,15.0,0.0106,29.4,0.00035,0.0135,1.8e-08,1403.2447186034408,0.004,0.18,inf,1675.5160819145565,866.0323748395862,inf,5e-05,,17.0,37.0
FH_2232U006SR,Faulhaber,2232U006SR,DC,6.0,0.008029999999999999,0.81,4.5e-05,0.062,4.8e-07,743.5102613495842,0.035,1.3,inf,837.7580409572781,617.8465552059928,inf,0.00028000000000000003,,4.0,13.0
FH_2232U009SR,Faulhaber,2232U009SR,DC,9.0,0.0115,2.14,8.999999999999999e-05,0.062,3.8e-07,774.9261878854821,0.0241,0.93,inf,837.7580409572781,608.4217772452232,inf,0.00028000000000000003,,4.0,13.0
FH_2232U012SR,Faulhaber,2232U012SR,DC,12.0,0.016,4.09,0.00017999999999999998,0.062,3.8e-07,743.5102613495842,0.0175,0.67,inf,837.7580409572781,577.0058507093253,inf,0.00028000000000000003,,4.0,13.0
FH_2232U015SR,Faulhaber,2232U015SR,DC,15.0,0.020100000000000003,6.61,0.00028,0.062,3.8e-07,743.5102613495842,0.0139,0.53,inf,837.7580409572781,567.5810727485559,inf,0.00028000000000000003,,4.0,13.0
FH_2232U018SR,Faulhaber,2232U018SR,DC,18.0,0.024100000000000003,9.04,0.0004,0.062,3.8e-07,743.5102613495842,0.0116,0.44,inf,837.7580409572781,579.1002458117185,inf,0.00028000000000000003,,4.0,13.0
FH_2232U024SR,Faulhaber,2232U024SR,DC,24.0,0.032100000000000004,16.4,0.0007099999999999999,0.062,3.8e-07,743.5102613495842,0.0087,0.33,inf,837.7580409572781,574.9114556069321,inf,0.00028000000000000003,,4.0,13.0
FH_0816K003SR,Faulhaber,0816K003SR,DC,3.0,0.0021100000000000003,5.4,5.3e-05,0.0045000000000000005,5.099999999999999e-09,1387.536755335492,0.016,0.37,inf,1675.5160819145565,265.9881780039358,inf,3.400000000000001e-05,,20.0,48.0
FH_0816K006SR,Faulhaber,0816K006SR,DC,6.0,0.00412,21.2,0.000217,0.0045000000000000005,5.2e-09,1413.7166941154069,0.0083,0.19,inf,1675.5160819145565,278.554548618295,inf,3.400000000000001e-05,,20.0,48.0
FH_0816K009SR,Faulhaber,0816K009SR,DC,9.0,0.00619,47.0,0.0005070000000000001,0.0045000000000000005,5.099999999999999e-09,1413.7166941154069,0.0057,0.13,inf,1675.5160819145565,292.16811678385073,inf,3.5000000000000004e-05,,20.0,48.0
FH_0816K012SR,Faulhaber,0816K012SR,DC,12.0,0.0088,101.8,0.0010329999999999998,0.0045000000000000005,4.9e-09,1319.468914507713,0.0039,0.077,inf,1675.5160819145565,261.79938779914943,inf,3.400000000000001e-05,,20.0,48.0
FH_3242G012CR,Faulhaber,3242G012CR,DC,12.0,0.0206,1.27,0.000135,0.17500000000000002,2.5e-06,544.5427266222308,0.23399999999999999,2.5,inf,628.3185307179588,374.89672332838194,inf,0.0048,,2.5,9.0
FH_3242G018CR,Faulhaber,3242G018CR,DC,18.0,0.0314,2.73,0.00031,0.17500000000000002,2.7000000000000004e-06,555.0147021341968,0.157,1.7,inf,628.3185307179588,386.41589639154455,inf,0.0048,,2.5,9.0
FH_3242G024CR,Faulhaber,3242G024CR,DC,24.0,0.0413,5.0,0.00054,0.17500000000000002,2.6e-06,555.0147021341968,0.11699999999999999,1.3,inf,628.3185307179588,386.41589639154455,inf,0.0048,,2.5,9.0
FH_3242G036CR,Faulhaber,3242G036CR,DC,36.0,0.0613,10.5,0.00122,0.17500000000000002,2.7000000000000004e-06,575.9586531581288,0.081,0.89,inf,628.3185307179588,408.40704496667314,inf,0.0048,,2.5,9.0
FH_3242G048CR,Faulhaber,3242G048CR,DC,48.0,0.08199999999999999,19.7,0.0022,0.17500000000000002,2.6e-06,565.4866776461628,0.057999999999999996,0.65,inf,628.3185307179588,395.84067435231384,inf,0.0048,,2.5,9.0
FH_2657W012CR,Faulhaber,2657W012CR,DC,12.0,0.0173,0.71,9.5e-05,0.156,1.6e-06,659.7344572538565,0.115,3.0,inf,733.0382858376182,549.7787143782136,inf,0.002,,1.9,9.0
FH_2657W018CR,Faulhaber,2657W018CR,DC,18.0,0.0263,1.7,0.00021,0.156,1.6e-06,659.7344572538565,0.077,2.3,inf,733.0382858376182,519.4099853935123,inf,0.002,,1.9,9.0
FH_2657W024CR,Faulhaber,2657W024CR,DC,24.0,0.0348,2.84,0.00038,0.156,1.6999999999999996e-06,670.2064327658226,0.057999999999999996,1.8,inf,733.0382858376182,529.8819609054783,inf,0.002,,1.9,9.0
FH_2657W036CR,Faulhaber,2657W036CR,DC,36.0,0.0526,6.78,0.00085,0.156,1.6e-06,678.5840131753953,0.039,1.2,inf,733.0382858376182,525.693170700692,inf,0.002,,1.9,9.0
FH_2657W048CR,Faulhaber,2657W048CR,DC,48.0,0.0704,12.5,0.00155,0.156,1.5e-06,670.2064327658226,0.027999999999999997,0.86,inf,733.0382858376182,515.2211951887259,inf,0.002,,1.9,9.0
FH_2342S006CR,Faulhaber,2342S006CR,DC,6.0,0.00577,0.4,1.3500000000000001e-05,0.08800000000000001,5.599999999999999e-07,942.477796076938,0.17,2.9,inf,1151.9173063162575,747.6990515543707,inf,0.00098,,3.0,15.0
FH_2342S012CR,Faulhaber,2342S012CR,DC,12.0,0.0134,1.9,6.500000000000001e-05,0.08800000000000001,5.699999999999999e-07,848.2300164692441,0.075,1.5,inf,1151.9173063162575,637.743308678728,inf,0.001,,3.0,15.0
FH_2342S018CR,Faulhaber,2342S018CR,DC,18.0,0.0207,4.1,0.00015,0.08800000000000001,6.2e-07,837.7580409572781,0.048,1.0,inf,1151.9173063162575,632.507320922745,inf,0.00099,,3.0,15.0
FH_2342S024CR,Faulhaber,2342S024CR,DC,24.0,0.0261,7.1,0.000265,0.08800000000000001,5.8e-07,890.117918517108,0.038,0.78,inf,1151.9173063162575,677.5368156241988,inf,0.00099,,3.0,15.0
FH_2342S036CR,Faulhaber,2342S036CR,DC,36.0,0.0414,15.9,0.0005899999999999999,0.08800000000000001,6.499999999999999e-07,848.2300164692441,0.024,0.53,inf,1151.9173063162575,645.0736915371043,inf,0.00099,,3.0,15.0
FH_2342S048CR,Faulhaber,2342S048CR,DC,48.0,0.0561,31.2,0.00105,0.08800000000000001,6e-07,837.7580409572781,0.017,0.38,inf,1151.9173063162575,618.8937527571893,inf,0.00095,,3.0,15.0
FH_3272G012CR,Faulhaber,3272G012CR,DC,12.0,0.020800000000000003,0.2,4.5e-05,0.312,6.6999999999999985e-06,565.4866776461628,0.191,4.0,inf,628.3185307179588,535.1179486614614,inf,0.0039,,2.3,7.0
FH_3272G018CR,Faulhaber,3272G018CR,DC,18.0,0.0295,0.42,9.5e-05,0.312,6e-06,596.9026041820608,0.135,4.0,inf,628.3185307179588,572.8170605045391,inf,0.0039,,2.3,7.0
FH_3272G024CR,Faulhaber,3272G024CR,DC,24.0,0.041600000000000005,0.82,0.000185,0.312,6.3e-06,575.9586531581288,0.095,3.5,inf,628.3185307179588,539.3067388662478,inf,0.0039,,2.3,7.0
FH_3272G036CR,Faulhaber,3272G036CR,DC,36.0,0.059,1.67,0.00037,0.312,6.2e-06,607.3745796940267,0.069,2.4,inf,628.3185307179588,582.2418384653082,inf,0.004,,2.3,7.0
FH_3272G048CR,Faulhaber,3272G048CR,DC,48.0,0.0833,3.35,0.00074,0.312,6e-06,575.9586531581288,0.048,1.7,inf,628.3185307179588,542.4483315198377,inf,0.0039,,2.3,7.0
FH_3890H018CR,Faulhaber,3890H018CR,DC,18.0,0.03182,0.21,6e-05,0.55,1.64e-05,565.4866776461628,0.32299999999999995,5.0,inf,628.3185307179588,543.4955290710342,inf,0.01,,1.9,4.2
FH_3890H024CR,Faulhaber,3890H024CR,DC,24.0,0.04243,0.36,0.00011,0.55,1.64e-05,565.4866776461628,0.242,5.0,inf,628.3185307179588,548.7315168270171,inf,0.01,,1.9,4.2
FH_3890H036CR,Faulhaber,3890H036CR,DC,36.0,0.06365,0.78,0.00024,0.55,1.7100000000000002e-05,565.4866776461628,0.161,4.3,inf,628.3185307179588,560.2506898901797,inf,0.01,,1.9,4.2
FH_3890H048CR,Faulhaber,3890H048CR,DC,48.0,0.08486,1.38,0.00043,0.55,1.7100000000000002e-05,575.9586531581288,0.121,3.2,inf,628.3185307179588,561.2978874413764,inf,0.01,,1.9,4.2
FH_3257G012CR,Faulhaber,3257G012CR,DC,12.0,0.0191,0.41,7e-05,0.242,4.2000000000000004e-06,596.9026041820608,0.258,4.0,inf,733.0382858376182,539.3067388662478,inf,0.004900000000000001,,2.0,8.0
FH_3257G018CR,Faulhaber,3257G018CR,DC,18.0,0.0272,0.84,0.00014,0.242,4.1e-06,638.7905062299245,0.18,3.2,inf,733.0382858376182,572.8170605045391,inf,0.004900000000000001,,2.0,8.0
FH_3257G024CR,Faulhaber,3257G024CR,DC,24.0,0.0377,1.63,0.00027,0.242,4.1e-06,617.8465552059928,0.129,2.3,inf,733.0382858376182,545.5899241734272,inf,0.004900000000000001,,2.0,8.0
FH_3257G036CR,Faulhaber,3257G036CR,DC,36.0,0.0611,4.15,0.0007,0.242,4.2000000000000004e-06,586.4306286700947,0.08199999999999999,1.49,inf,733.0382858376182,499.51323192077706,inf,0.004900000000000001,,2.0,8.0
FH_3257G048CR,Faulhaber,3257G048CR,DC,48.0,0.0762,6.56,0.0010999999999999998,0.242,4.2000000000000004e-06,617.8465552059928,0.064,1.2,inf,733.0382858376182,543.4955290710342,inf,0.004900000000000001,,2.0,8.0
FH_2668W018CR,Faulhaber,2668W018CR,DC,18.0,0.0213,0.57,8.7e-05,0.18899999999999997,2.7000000000000004e-06,827.2860654453121,0.105,3.0,inf,1047.1975511965975,783.3037682950551,inf,0.0022,,3.0,8.0
FH_2668W024CR,Faulhaber,2668W024CR,DC,24.0,0.0289,1.03,0.00015800000000000002,0.18899999999999997,2.5e-06,816.8140899333463,0.078,2.8,inf,1047.1975511965975,771.7845952318926,inf,0.0022,,3.0,8.0
FH_2668W036CR,Faulhaber,2668W036CR,DC,36.0,0.0452,2.53,0.00039,0.18899999999999997,2.5e-06,785.3981633974482,0.05,1.8,inf,1047.1975511965975,736.1798784912082,inf,0.0022,,3.0,8.0
FH_2668W048CR,Faulhaber,2668W048CR,DC,48.0,0.059,4.23,0.00066,0.18899999999999997,2.6e-06,806.3421144213803,0.038,1.4,inf,1047.1975511965975,760.2654221687299,inf,0.0022,,3.0,8.0
