key,manufacturer,ID,type,V,k_t,R,L,mass,inertia,omega_nl,I_nl,I_nom,max_int_torque,max_int_speed,max_cont_speed,max_cont_power,coulomb_friction,viscous_friction,Rth1,Rth2
MM_ECXZ19M1KN46N1IL1D474B,Maxon,ECXZ19M1KN46N1IL1D474B,BLDC,18,0.00278,0.266,2.1e-05,0.078,1.31e-07,6419.32098883514,0.408,4.36,Inf,6806.78408277788,Inf,Inf,NaN,NaN,0.75,16.8
MM_ECXZ19M1KN46N1IL1D505A,Maxon,ECXZ19M1KN46N1IL1D505A,BLDC,24,0.00381,0.566,4e-05,0.078,1.31e-07,6241.29740513172,0.293,2.91,Inf,6806.78408277788,Inf,Inf,NaN,NaN,0.75,16.8
MM_ECXZ19M1KN46N1IL1D505B,Maxon,ECXZ19M1KN46N1IL1D505B,BLDC,24,0.00381,0.566,4e-05,0.078,1.31e-07,6241.29740513172,0.293,2.91,Inf,6806.78408277788,Inf,Inf,NaN,NaN,0.75,16.8
MM_ECXZ19M1KN46N1IL1D546A,Maxon,ECXZ19M1KN46N1IL1D546A,BLDC,36,0.00572,1.16,9e-05,0.078,1.31e-07,6251.76938064369,0.195,2,Inf,6806.78408277788,Inf,Inf,NaN,NaN,0.75,16.8
MM_ECXZ19M1KN46N1IL1D546B,Maxon,ECXZ19M1KN46N1IL1D546B,BLDC,36,0.00572,1.16,9e-05,0.078,1.31e-07,6251.76938064369,0.195,2,Inf,6806.78408277788,Inf,Inf,NaN,NaN,0.75,16.8
MM_ECXZ19M1KN46N1IL1D576A,Maxon,ECXZ19M1KN46N1IL1D576A,BLDC,48,0.00777,2.04,0.000166,0.078,1.31e-07,6136.57765001206,0.142,1.5,Inf,6806.78408277788,Inf,Inf,NaN,NaN,0.75,16.8
MM_ECXZ19M1KN46N1IL1D576B,Maxon,ECXZ19M1KN46N1IL1D576B,BLDC,48,0.00777,2.04,0.000166,0.078,1.31e-07,6136.57765001206,0.142,1.5,Inf,6806.78408277788,Inf,Inf,NaN,NaN,0.75,16.8
MM_ECXZ19M1VF35N1IL1D521A,Maxon,ECXZ19M1VF35N1IL1D521A,BLDC,18,0.00376,0.715,5.5e-05,0.078,1.15e-07,4733.33293140862,0.25,2.23,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2.77,16.8
MM_ECXZ19M1VF35N1IL1D521B,Maxon,ECXZ19M1VF35N1IL1D521B,BLDC,18,0.00376,0.715,5.5e-05,0.078,1.15e-07,4733.33293140862,0.25,2.23,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2.77,16.8
MM_ECXZ19M1VF35N1IL1D544A,Maxon,ECXZ19M1VF35N1IL1D544A,BLDC,24,0.00475,1.13,8.7e-05,0.078,1.15e-07,4995.13231920777,0.205,1.74,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2.77,16.8
MM_ECXZ19M1VF35N1IL1D544B,Maxon,ECXZ19M1VF35N1IL1D544B,BLDC,24,0.00475,1.13,8.7e-05,0.078,1.15e-07,4995.13231920777,0.205,1.74,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2.77,16.8
MM_ECXZ19M1VF35N1IL1D590A,Maxon,ECXZ19M1VF35N1IL1D590A,BLDC,36,0.00753,2.8,0.000219,0.078,1.15e-07,4733.33293140862,0.125,1.11,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2.77,16.8
MM_ECXZ19M1VF35N1IL1D590B,Maxon,ECXZ19M1VF35N1IL1D590B,BLDC,36,0.00753,2.8,0.000219,0.078,1.15e-07,4733.33293140862,0.125,1.11,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2.77,16.8
MM_ECXZ19M1VF35N1IL1D615A,Maxon,ECXZ19M1VF35N1IL1D615A,BLDC,48,0.00962,5.03,0.000358,0.078,1.15e-07,4932.30046613597,0.1,0.82,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2.77,16.8
MM_ECXZ19M1VF35N1IL1D615B,Maxon,ECXZ19M1VF35N1IL1D615B,BLDC,48,0.00962,5.03,0.000358,0.078,1.15e-07,4932.30046613597,0.1,0.82,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2.77,16.8
MM_ECXZ22L1KN50K1SC1D399A,Maxon,ECXZ22L1KN50K1SC1D399A,BLDC,24,0.00423,0.105,1.1e-05,0.14,2.36e-07,5665.33875197359,0.477,6.72,Inf,8901.17918517108,Inf,Inf,NaN,NaN,0.84,12.5
MM_ECXZ22L1KN50K1SC1D399B,Maxon,ECXZ22L1KN50K1SC1D399B,BLDC,24,0.00423,0.105,1.1e-05,0.14,2.36e-07,5665.33875197359,0.477,6.72,Inf,8901.17918517108,Inf,Inf,NaN,NaN,0.84,12.5
MM_ECXZ22L1KN50K1SC1D436A,Maxon,ECXZ22L1KN50K1SC1D436A,BLDC,36,0.00611,0.189,2.4e-05,0.14,2.36e-07,5885.25023772488,0.339,4.74,Inf,8901.17918517108,Inf,Inf,NaN,NaN,0.84,12.5
MM_ECXZ22L1KN50K1SC1D436B,Maxon,ECXZ22L1KN50K1SC1D436B,BLDC,36,0.00611,0.189,2.4e-05,0.14,2.36e-07,5885.25023772488,0.339,4.74,Inf,8901.17918517108,Inf,Inf,NaN,NaN,0.84,12.5
MM_ECXZ22L1KN50K1SC1D462A,Maxon,ECXZ22L1KN50K1SC1D462A,BLDC,48,0.00799,0.343,4.1e-05,0.14,2.36e-07,6000.4419683565,0.263,3.42,Inf,8901.17918517108,Inf,Inf,NaN,NaN,0.84,12.5
MM_ECXZ22L1KN50K1SC1D462B,Maxon,ECXZ22L1KN50K1SC1D462B,BLDC,48,0.00799,0.343,4.1e-05,0.14,2.36e-07,6000.4419683565,0.263,3.42,Inf,8901.17918517108,Inf,Inf,NaN,NaN,0.84,12.5
MM_ECXZ22L1KN50K1ST1D399A,Maxon,ECXZ22L1KN50K1ST1D399A,BLDC,24,0.00423,0.105,1.1e-05,0.14,2.36e-07,5665.33875197359,0.425,6.92,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.84,12.5
MM_ECXZ22L1KN50K1ST1D399B,Maxon,ECXZ22L1KN50K1ST1D399B,BLDC,24,0.00423,0.105,1.1e-05,0.14,2.36e-07,5665.33875197359,0.425,6.92,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.84,12.5
MM_ECXZ22L1KN50K1ST1D436A,Maxon,ECXZ22L1KN50K1ST1D436A,BLDC,36,0.00611,0.189,2.4e-05,0.14,2.36e-07,5885.25023772488,0.303,4.89,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.84,12.5
MM_ECXZ22L1KN50K1ST1D436B,Maxon,ECXZ22L1KN50K1ST1D436B,BLDC,36,0.00611,0.189,2.4e-05,0.14,2.36e-07,5885.25023772488,0.303,4.89,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.84,12.5
MM_ECXZ22L1KN50K1ST1D462A,Maxon,ECXZ22L1KN50K1ST1D462A,BLDC,48,0.00799,0.343,4.1e-05,0.14,2.36e-07,6000.4419683565,0.235,3.54,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.84,12.5
MM_ECXZ22L1KN50K1ST1D462B,Maxon,ECXZ22L1KN50K1ST1D462B,BLDC,48,0.00799,0.343,4.1e-05,0.14,2.36e-07,6000.4419683565,0.235,3.54,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.84,12.5
MM_ECXZ22L1KN50N1IL1D399A,Maxon,ECXZ22L1KN50N1IL1D399A,BLDC,24,0.00463,0.103,9e-06,0.14,3.94e-07,5173.15590291119,0.432,6.67,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.841,12.2
MM_ECXZ22L1KN50N1IL1D399B,Maxon,ECXZ22L1KN50N1IL1D399B,BLDC,24,0.00463,0.103,9e-06,0.14,3.94e-07,5173.15590291119,0.432,6.67,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.841,12.2
MM_ECXZ22L1KN50N1IL1D436A,Maxon,ECXZ22L1KN50N1IL1D436A,BLDC,36,0.00668,0.187,1.9e-05,0.14,3.94e-07,5382.59541315051,0.307,4.67,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.841,12.2
MM_ECXZ22L1KN50N1IL1D436B,Maxon,ECXZ22L1KN50N1IL1D436B,BLDC,36,0.00668,0.187,1.9e-05,0.14,3.94e-07,5382.59541315051,0.307,4.67,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.841,12.2
MM_ECXZ22L1KN50N1IL1D462A,Maxon,ECXZ22L1KN50N1IL1D462A,BLDC,48,0.00874,0.341,3.2e-05,0.14,3.94e-07,5487.31516827017,0.238,3.36,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.841,12.2
MM_ECXZ22L1KN50N1IL1D462B,Maxon,ECXZ22L1KN50N1IL1D462B,BLDC,48,0.00874,0.341,3.2e-05,0.14,3.94e-07,5487.31516827017,0.238,3.36,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.841,12.2
MM_ECXZ22L1VF35N1IL1D447A,Maxon,ECXZ22L1VF35N1IL1D447A,BLDC,24,0.00599,0.375,2.3e-05,0.14,3.89e-07,3979.35069454707,0.337,3.35,Inf,4712.38898038469,Inf,Inf,NaN,NaN,0.62,12.7
MM_ECXZ22L1VF35N1IL1D447B,Maxon,ECXZ22L1VF35N1IL1D447B,BLDC,24,0.00599,0.375,2.3e-05,0.14,3.89e-07,3979.35069454707,0.337,3.35,Inf,4712.38898038469,Inf,Inf,NaN,NaN,0.62,12.7
MM_ECXZ22L1VF35N1IL1D491A,Maxon,ECXZ22L1VF35N1IL1D491A,BLDC,36,0.00929,0.823,5.6e-05,0.14,3.89e-07,3853.68698840348,0.214,2.27,Inf,4712.38898038469,Inf,Inf,NaN,NaN,0.62,12.7
MM_ECXZ22L1VF35N1IL1D491B,Maxon,ECXZ22L1VF35N1IL1D491B,BLDC,36,0.00929,0.823,5.6e-05,0.14,3.89e-07,3853.68698840348,0.214,2.27,Inf,4712.38898038469,Inf,Inf,NaN,NaN,0.62,12.7
MM_ECXZ22L1VF35N1IL1D518A,Maxon,ECXZ22L1VF35N1IL1D518A,BLDC,48,0.0122,1.27,9.7e-05,0.14,3.89e-07,3916.51884147528,0.164,1.8,Inf,4712.38898038469,Inf,Inf,NaN,NaN,0.62,12.7
MM_ECXZ22L1VF35N1IL1D518B,Maxon,ECXZ22L1VF35N1IL1D518B,BLDC,48,0.0122,1.27,9.7e-05,0.14,3.89e-07,3916.51884147528,0.164,1.8,Inf,4712.38898038469,Inf,Inf,NaN,NaN,0.62,12.7
MM_ECXZ22M1KN50K1SC1D443A,Maxon,ECXZ22M1KN50K1SC1D443A,BLDC,18,0.00324,0.172,9e-06,0.1,1.91e-07,5529.20307031804,0.391,5.56,Inf,8901.17918517108,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50K1SC1D443B,Maxon,ECXZ22M1KN50K1SC1D443B,BLDC,18,0.00324,0.172,9e-06,0.1,1.91e-07,5529.20307031804,0.391,5.56,Inf,8901.17918517108,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50K1SC1D468A,Maxon,ECXZ22M1KN50K1SC1D468A,BLDC,24,0.00417,0.274,1.5e-05,0.1,1.91e-07,5728.17060504539,0.311,4.32,Inf,8901.17918517108,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50K1SC1D468B,Maxon,ECXZ22M1KN50K1SC1D468B,BLDC,24,0.00417,0.274,1.5e-05,0.1,1.91e-07,5728.17060504539,0.311,4.32,Inf,8901.17918517108,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50K1SC1D505A,Maxon,ECXZ22M1KN50K1SC1D505A,BLDC,36,0.00602,0.599,3.2e-05,0.1,1.91e-07,5948.08209079667,0.221,2.87,Inf,8901.17918517108,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50K1SC1D505B,Maxon,ECXZ22M1KN50K1SC1D505B,BLDC,36,0.00602,0.599,3.2e-05,0.1,1.91e-07,5948.08209079667,0.221,2.87,Inf,8901.17918517108,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50K1SC1D538A,Maxon,ECXZ22M1KN50K1SC1D538A,BLDC,48,0.00834,1.11,6.2e-05,0.1,1.91e-07,5728.17060504539,0.156,2.11,Inf,8901.17918517108,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50K1SC1D538B,Maxon,ECXZ22M1KN50K1SC1D538B,BLDC,48,0.00834,1.11,6.2e-05,0.1,1.91e-07,5728.17060504539,0.156,2.11,Inf,8901.17918517108,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50K1ST1D443A,Maxon,ECXZ22M1KN50K1ST1D443A,BLDC,18,0.00324,0.172,9e-06,0.1,1.91e-07,5529.20307031804,0.28,5.65,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50K1ST1D443B,Maxon,ECXZ22M1KN50K1ST1D443B,BLDC,18,0.00324,0.172,9e-06,0.1,1.91e-07,5529.20307031804,0.28,5.65,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50K1ST1D468A,Maxon,ECXZ22M1KN50K1ST1D468A,BLDC,24,0.00417,0.274,1.5e-05,0.1,1.91e-07,5738.64258055736,0.222,4.4,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50K1ST1D468B,Maxon,ECXZ22M1KN50K1ST1D468B,BLDC,24,0.00417,0.274,1.5e-05,0.1,1.91e-07,5738.64258055736,0.222,4.4,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50K1ST1D505A,Maxon,ECXZ22M1KN50K1ST1D505A,BLDC,36,0.00602,0.599,3.2e-05,0.1,1.91e-07,5958.55406630864,0.157,2.93,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50K1ST1D505B,Maxon,ECXZ22M1KN50K1ST1D505B,BLDC,36,0.00602,0.599,3.2e-05,0.1,1.91e-07,5958.55406630864,0.157,2.93,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50K1ST1D538A,Maxon,ECXZ22M1KN50K1ST1D538A,BLDC,48,0.00834,1.11,6.2e-05,0.1,1.91e-07,5738.64258055736,0.111,2.15,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50K1ST1D538B,Maxon,ECXZ22M1KN50K1ST1D538B,BLDC,48,0.00834,1.11,6.2e-05,0.1,1.91e-07,5738.64258055736,0.111,2.15,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50N1IL1D428A,Maxon,ECXZ22M1KN50N1IL1D428A,BLDC,18,0.00337,0.133,1e-05,0.098,2.15e-07,5330.23553559068,0.324,6.28,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50N1IL1D428B,Maxon,ECXZ22M1KN50N1IL1D428B,BLDC,18,0.00337,0.133,1e-05,0.098,2.15e-07,5330.23553559068,0.324,6.28,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50N1IL1D443A,Maxon,ECXZ22M1KN50N1IL1D443A,BLDC,24,0.00393,0.172,1.3e-05,0.098,2.15e-07,6084.21777245223,0.302,5.36,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50N1IL1D443B,Maxon,ECXZ22M1KN50N1IL1D443B,BLDC,24,0.00393,0.172,1.3e-05,0.098,2.15e-07,6084.21777245223,0.302,5.36,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50N1IL1D488A,Maxon,ECXZ22M1KN50N1IL1D488A,BLDC,36,0.00618,0.414,3.3e-05,0.098,2.15e-07,5811.94640914112,0.186,3.4,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50N1IL1D488B,Maxon,ECXZ22M1KN50N1IL1D488B,BLDC,36,0.00618,0.414,3.3e-05,0.098,2.15e-07,5811.94640914112,0.186,3.4,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50N1IL1D523A,Maxon,ECXZ22M1KN50N1IL1D523A,BLDC,48,0.0087,0.983,6.5e-05,0.098,2.15e-07,5497.78714378214,0.128,2.2,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1KN50N1IL1D523B,Maxon,ECXZ22M1KN50N1IL1D523B,BLDC,48,0.0087,0.983,6.5e-05,0.098,2.15e-07,5497.78714378214,0.128,2.2,Inf,6283.18530717959,Inf,Inf,NaN,NaN,0.6,15
MM_ECXZ22M1VF35N1IL1D479A,Maxon,ECXZ22M1VF35N1IL1D479A,BLDC,18,0.0042,0.493,2.7e-05,0.098,2.13e-07,4230.67810683425,0.378,2.89,Inf,4712.38898038469,Inf,Inf,NaN,NaN,1.34,15
MM_ECXZ22M1VF35N1IL1D479B,Maxon,ECXZ22M1VF35N1IL1D479B,BLDC,18,0.0042,0.493,2.7e-05,0.098,2.13e-07,4230.67810683425,0.378,2.89,Inf,4712.38898038469,Inf,Inf,NaN,NaN,1.34,15
MM_ECXZ22M1VF35N1IL1D509A,Maxon,ECXZ22M1VF35N1IL1D509A,BLDC,24,0.00567,0.779,5e-05,0.098,2.13e-07,4188.79020478639,0.279,2.28,Inf,4712.38898038469,Inf,Inf,NaN,NaN,1.34,15
MM_ECXZ22M1VF35N1IL1D509B,Maxon,ECXZ22M1VF35N1IL1D509B,BLDC,24,0.00567,0.779,5e-05,0.098,2.13e-07,4188.79020478639,0.279,2.28,Inf,4712.38898038469,Inf,Inf,NaN,NaN,1.34,15
MM_ECXZ22M1VF35N1IL1D548A,Maxon,ECXZ22M1VF35N1IL1D548A,BLDC,36,0.0084,1.54,0.000109,0.098,2.13e-07,4241.15008234622,0.189,1.61,Inf,4712.38898038469,Inf,Inf,NaN,NaN,1.34,15
MM_ECXZ22M1VF35N1IL1D548B,Maxon,ECXZ22M1VF35N1IL1D548B,BLDC,36,0.0084,1.54,0.000109,0.098,2.13e-07,4241.15008234622,0.189,1.61,Inf,4712.38898038469,Inf,Inf,NaN,NaN,1.34,15
MM_ECXZ22M1VF35N1IL1D577A,Maxon,ECXZ22M1VF35N1IL1D577A,BLDC,48,0.0112,2.86,0.000194,0.098,2.13e-07,4230.67810683425,0.141,1.18,Inf,4712.38898038469,Inf,Inf,NaN,NaN,1.34,15
MM_ECXZ22M1VF35N1IL1D577B,Maxon,ECXZ22M1VF35N1IL1D577B,BLDC,48,0.0112,2.86,0.000194,0.098,2.13e-07,4230.67810683425,0.141,1.18,Inf,4712.38898038469,Inf,Inf,NaN,NaN,1.34,15
