key,manufacturer,ID,type,V,k_t,R,L,mass,inertia,omega_nl,I_nl,I_nom,max_int_torque,max_int_speed,max_cont_speed,max_cont_power,coulomb_friction,viscous_friction,Rth1,Rth2
MM_597974,Maxon,597974,BLDC,30,0.136,0.28,0.000369,0.98,0.00051,217.817090648892,0.493,10.5,Inf,523.598775598299,Inf,Inf,NaN,NaN,0.848,0.867
MM_606793,Maxon,606793,BLDC,24,0.068,0.119,0.000149,1.1,2.64e-05,349.763982099664,0.657,9.36,Inf,523.598775598299,Inf,Inf,NaN,NaN,0.53,4.02
MM_607930,Maxon,607930,BLDC,30,0.136,0.28,0.000369,0.96,0.000476,217.817090648892,0.475,8.73,Inf,523.598775598299,Inf,Inf,NaN,NaN,1.02,1.37
MM_607942,Maxon,607942,BLDC,24,0.0712,0.216,0.000232,0.62,0.000287,331.961623729321,0.658,9.44,Inf,523.598775598299,Inf,Inf,NaN,NaN,1.13,1.37
MM_607950,Maxon,607950,BLDC,24,0.0701,0.216,0.000232,0.63,0.000321,336.150413934108,0.696,12,Inf,523.598775598299,Inf,Inf,NaN,NaN,0.923,0.675
MM_614949,Maxon,614949,BLDC,24,0.0525,0.293,0.000279,0.36,8.32e-05,450.294947014537,0.497,9.28,Inf,628.318530717959,Inf,Inf,NaN,NaN,0.843,1.22
MM_625855,Maxon,625855,BLDC,24,0.0525,0.293,0.000279,0.35,8.35e-05,450.294947014537,0.493,5.14,Inf,628.318530717959,Inf,Inf,NaN,NaN,3.8,2.5
MM_625858,Maxon,625858,BLDC,24,0.0525,0.293,0.000279,0.35,8.1e-05,450.294947014537,0.497,7.25,Inf,628.318530717959,Inf,Inf,NaN,NaN,1.48,1.94
MM_634043,Maxon,634043,BLDC,48,0.115,0.24,0.000424,1.1,2.64e-05,415.737427825049,0.419,5.44,Inf,523.598775598299,Inf,Inf,NaN,NaN,0.53,4.02
MM_642221,Maxon,642221,BLDC,24,0.0525,0.293,0.000279,0.37,8.32e-05,450.294947014537,0.497,9.28,Inf,628.318530717959,Inf,Inf,NaN,NaN,0.843,1.22
MM_ECXZ06M1KF44N1IL1D436A,Maxon,ECXZ06M1KF44N1IL1D436A,BLDC,3,0.00037,0.766,5e-06,0.003,7.03e-10,7791.14978090269,0.149,1.24,Inf,10471.975511966,Inf,Inf,NaN,NaN,13.2,65.8
MM_ECXZ06M1KF44N1IL1D436B,Maxon,ECXZ06M1KF44N1IL1D436B,BLDC,3,0.00037,0.686,5e-06,0.003,7.03e-10,7822.56570743858,0.149,1.24,Inf,10471.975511966,Inf,Inf,NaN,NaN,13.2,65.8
MM_ECXZ06M1KF44N1IL1D523A,Maxon,ECXZ06M1KF44N1IL1D523A,BLDC,6,0.000882,3.49,3e-05,0.003,7.03e-10,6565.92864600267,0.0588,0.517,Inf,10471.975511966,Inf,Inf,NaN,NaN,13.2,65.8
MM_ECXZ06M1KF44N1IL1D523B,Maxon,ECXZ06M1KF44N1IL1D523B,BLDC,6,0.000882,3.41,3e-05,0.003,7.03e-10,6565.92864600267,0.0589,0.517,Inf,10471.975511966,Inf,Inf,NaN,NaN,13.2,65.8
MM_ECXZ06M1KF44N1IL1D591A,Maxon,ECXZ06M1KF44N1IL1D591A,BLDC,12,0.00175,12.4,0.000118,0.003,7.03e-10,6639.23247458643,0.0298,0.268,Inf,10471.975511966,Inf,Inf,NaN,NaN,13.2,65.8
MM_ECXZ06M1KF44N1IL1D591B,Maxon,ECXZ06M1KF44N1IL1D591B,BLDC,12,0.00175,12.3,0.000118,0.003,7.03e-10,6639.23247458643,0.0298,0.268,Inf,10471.975511966,Inf,Inf,NaN,NaN,13.2,65.8
MM_ECXZ06M1VF44N1IL1D564A,Maxon,ECXZ06M1VF44N1IL1D564A,BLDC,6,0.00121,8.72,6.5e-05,0.003,7.03e-10,4628.61317628896,0.0465,0.314,Inf,10471.975511966,Inf,Inf,NaN,NaN,16.8,67.1
MM_ECXZ06M1VF44N1IL1D564B,Maxon,ECXZ06M1VF44N1IL1D564B,BLDC,6,0.00121,8.64,6.5e-05,0.003,7.03e-10,4628.61317628896,0.0465,0.314,Inf,10471.975511966,Inf,Inf,NaN,NaN,16.8,67.1
MM_ECXZ06M1VF44N1IL1D659A,Maxon,ECXZ06M1VF44N1IL1D659A,BLDC,12,0.00314,63.8,0.000436,0.003,7.03e-10,3487.16784548467,0.0162,0.116,Inf,10471.975511966,Inf,Inf,NaN,NaN,16.8,67.1
MM_ECXZ06M1VF44N1IL1D659B,Maxon,ECXZ06M1VF44N1IL1D659B,BLDC,12,0.00312,63.8,0.000436,0.003,7.03e-10,3508.1117965086,0.0163,0.116,Inf,10471.975511966,Inf,Inf,NaN,NaN,16.8,67.1
MM_110045,Maxon,110045,DC,12,0.00917,23.1,0.00083,0.021,8.49e-08,1288.05298797182,0.00954,0.243,Inf,1989.67534727354,Inf,Inf,NaN,NaN,5.5,29.8
MM_110049,Maxon,110049,DC,24,0.0163,76.2,0.00261,0.021,8.16e-08,1445.1326206513,0.00583,0.134,Inf,1989.67534727354,Inf,Inf,NaN,NaN,5.5,29.8
MM_110056,Maxon,110056,DC,12,0.0107,31.1,0.00113,0.022,8.59e-08,1078.6134777325,0.0154,0.209,Inf,1151.91730631626,Inf,Inf,NaN,NaN,5.5,29.8
MM_110069,Maxon,110069,DC,21,0.0163,76.1,0.00261,0.021,8.16e-08,1183.33323285216,0.023,0.162,Inf,1246.16508592395,Inf,Inf,NaN,NaN,5.5,29.8
MM_110089,Maxon,110089,DC,24,0.0254,79.7,0.00387,0.033,1.99e-07,928.864227911382,0.00573,0.138,Inf,1675.51608191456,Inf,Inf,NaN,NaN,10.5,21.3
MM_110095,Maxon,110095,DC,7.2,0.0109,13.8,0.000719,0.034,2.09e-07,641.932098883514,0.014,0.332,Inf,1047.1975511966,Inf,Inf,NaN,NaN,10.5,21.3
MM_110121,Maxon,110121,DC,12,0.0109,5.39,0.000362,0.054,4.36e-07,1089.08545324446,0.0168,0.586,Inf,1675.51608191456,Inf,Inf,NaN,NaN,6,20
MM_110125,Maxon,110125,DC,24,0.0212,21.2,0.00137,0.054,4.2e-07,1120.50137978036,0.00881,0.294,Inf,1675.51608191456,Inf,Inf,NaN,NaN,6,20
MM_110128,Maxon,110128,DC,48,0.0489,122,0.00729,0.054,3.97e-07,971.799327510443,0.00347,0.123,Inf,1675.51608191456,Inf,Inf,NaN,NaN,6,20
MM_110147,Maxon,110147,DC,12,0.0109,5.53,0.000363,0.054,4.29e-07,1068.14150222053,0.0458,0.681,Inf,1026.25360017267,Inf,Inf,NaN,NaN,6,20
MM_110151,Maxon,110151,DC,24,0.0212,21.5,0.00137,0.054,4.13e-07,1099.55742875643,0.0237,0.347,Inf,1026.25360017267,Inf,Inf,NaN,NaN,6,20
MM_110164,Maxon,110164,DC,24,0.0212,21.5,0.00137,0.054,4.2e-07,1099.55742875643,0.0237,0.347,Inf,1026.25360017267,Inf,Inf,NaN,NaN,6,20
MM_110212,Maxon,110212,DC,24,0.0503,30.1,0.00299,0.11,1.25e-06,472.286095589666,0.00845,0.312,Inf,701.62235930172,Inf,Inf,NaN,NaN,3.2,13.2
MM_110940,Maxon,110940,DC,24,0.0255,7.36,0.00077,0.11,1.31e-06,930.958623013775,0.0317,0.749,Inf,1089.08545324446,Inf,Inf,NaN,NaN,3.2,13.2
MM_118889,Maxon,118889,BLDC,24,0.0205,1.39,0.000226,0.27,2e-06,1151.91730631626,0.199,2.46,Inf,2617.99387799149,Inf,Inf,NaN,NaN,2.5,5.4
MM_118890,Maxon,118890,BLDC,48,0.04,5.43,0.000856,0.27,2e-06,1183.33323285216,0.104,1.23,Inf,2617.99387799149,Inf,Inf,NaN,NaN,2.5,5.4
MM_148867,Maxon,148867,DC,24,0.0302,0.299,8.2e-05,0.48,1.42e-05,793.775743807021,0.137,6,Inf,1256.63706143592,Inf,Inf,NaN,NaN,1.93,4.65
MM_148877,Maxon,148877,DC,48,0.0603,1.13,0.00033,0.48,1.37e-05,794.822941358218,0.0686,3.17,Inf,1256.63706143592,Inf,Inf,NaN,NaN,1.93,4.65
MM_200142,Maxon,200142,BLDC,12,0.0255,1.24,0.00056,0.075,9.25e-06,456.578132321717,0.163,2.02,Inf,1047.1975511966,Inf,Inf,NaN,NaN,3.92,6.73
MM_236662,Maxon,236662,DC,24,0.0352,3.99,0.000556,0.24,4.53e-06,676.489618073002,0.0428,1.33,Inf,628.318530717959,Inf,Inf,NaN,NaN,2.1,7.5
MM_236670,Maxon,236670,DC,30,0.0461,7.02,0.000954,0.24,4.42e-06,645.073691537104,0.0323,1.01,Inf,628.318530717959,Inf,Inf,NaN,NaN,2.1,7.5
MM_236679,Maxon,236679,BLDC,18,0.0076,38,0.000962,0.008,1.1e-07,2083.92312688123,0.0517,0.256,Inf,2303.83461263252,Inf,Inf,NaN,NaN,11.3,11.6
MM_249987,Maxon,249987,DC,12,0.0109,13.8,0.000719,0.033,2.12e-07,1039.86716833822,0.0446,0.397,Inf,1256.63706143592,Inf,Inf,NaN,NaN,10.5,21.3
MM_251601,Maxon,251601,BLDC,24,0.0335,1.03,0.000572,0.11,1.35e-05,702.669556852917,0.185,2.33,Inf,1047.1975511966,Inf,Inf,NaN,NaN,4.75,4.53
MM_265376,Maxon,265376,DC,9,0.00692,40.9,0.00101,0.011,2.38e-08,1267.10903694788,0.00587,0.141,Inf,1989.67534727354,Inf,Inf,NaN,NaN,15,44.5
MM_265378,Maxon,265378,DC,15,0.01,116,0.00213,0.011,1.83e-08,1445.1326206513,0.0042,0.0836,Inf,1989.67534727354,Inf,Inf,NaN,NaN,15,44.5
MM_265392,Maxon,265392,DC,12,0.00906,71.6,0.00174,0.012,2.35e-08,1267.10903694788,0.00738,0.106,Inf,1466.07657167524,Inf,Inf,NaN,NaN,15,44.5
MM_267121,Maxon,267121,BLDC,24,0.049,13.8,0.00772,0.057,3.5e-06,474.380490692059,0.0369,0.5,Inf,1047.1975511966,Inf,Inf,NaN,NaN,4.99,10.8
MM_272763,Maxon,272763,BLDC,24,0.0243,1.27,0.000143,0.3,2.19e-06,978.082512817622,0.231,2.66,Inf,1570.7963267949,Inf,Inf,NaN,NaN,0.5,7.4
MM_272765,Maxon,272765,BLDC,48,0.0486,4.49,0.000573,0.3,2.19e-06,979.129710368819,0.0954,1.4,Inf,1570.7963267949,Inf,Inf,NaN,NaN,0.5,7.4
MM_272768,Maxon,272768,BLDC,24,0.0243,3.65,0.00031,0.19,1.1e-06,968.657734856853,0.151,1.49,Inf,1570.7963267949,Inf,Inf,NaN,NaN,1,8.6
MM_272770,Maxon,272770,BLDC,48,0.0486,14.8,0.00124,0.19,1.1e-06,968.657734856853,0.0613,0.738,Inf,1570.7963267949,Inf,Inf,NaN,NaN,1,8.6
MM_283828,Maxon,283828,BLDC,12,0.0078,15.7,0.000254,0.036,4.28e-08,1413.71669411541,0.0602,0.456,Inf,2094.3951023932,Inf,Inf,NaN,NaN,2.57,23.5
MM_283833,Maxon,283833,BLDC,12,0.00932,5.3,0.00014,0.052,8.5e-08,1246.16508592395,0.0642,0.909,Inf,2094.3951023932,Inf,Inf,NaN,NaN,1.41,17.7
MM_283835,Maxon,283835,BLDC,24,0.0187,20.5,0.000566,0.052,8.5e-08,1246.16508592395,0.0319,0.461,Inf,2094.3951023932,Inf,Inf,NaN,NaN,1.41,17.7
MM_283838,Maxon,283838,BLDC,12,0.00902,3.46,0.000121,0.083,2.25e-07,1267.10903694788,0.155,1.25,Inf,1884.95559215388,Inf,Inf,NaN,NaN,1.72,13.5
MM_283840,Maxon,283840,BLDC,24,0.0181,12.4,0.000488,0.083,2.25e-07,1267.10903694788,0.0773,0.657,Inf,1884.95559215388,Inf,Inf,NaN,NaN,1.72,13.5
MM_283858,Maxon,283858,BLDC,24,0.0174,3.44,0.000182,0.12,4.45e-07,1350.88484104361,0.121,1.4,Inf,1884.95559215388,Inf,Inf,NaN,NaN,1.02,10.2
MM_283860,Maxon,283860,BLDC,48,0.0348,13.1,0.000729,0.11,4.45e-07,1350.88484104361,0.0604,0.716,Inf,1884.95559215388,Inf,Inf,NaN,NaN,1.02,10.2
MM_283867,Maxon,283867,BLDC,24,0.028,1.35,0.000186,0.46,5.12e-06,841.946831162065,0.337,3.44,Inf,1256.63706143592,Inf,Inf,NaN,NaN,0.542,4.63
MM_283869,Maxon,283869,BLDC,48,0.05,3.78,0.000592,0.46,5.12e-06,945.619388730528,0.173,2.02,Inf,1256.63706143592,Inf,Inf,NaN,NaN,0.542,4.63
MM_283873,Maxon,283873,BLDC,48,0.126,7.19,0.0016,0.72,1.01e-05,378.038315981972,0.0727,1.74,Inf,1256.63706143592,Inf,Inf,NaN,NaN,0.29,3.45
MM_305013,Maxon,305013,BLDC,24,0.0137,0.102,1.6e-05,0.3,3.33e-06,1748.81991049832,0.723,7.61,Inf,2617.99387799149,Inf,Inf,NaN,NaN,0.209,7.4
MM_305015,Maxon,305015,BLDC,48,0.0276,0.386,6.5e-05,0.3,3.33e-06,1727.87595947439,0.356,3.68,Inf,2617.99387799149,Inf,Inf,NaN,NaN,0.209,7.4
MM_309756,Maxon,309756,BLDC,24,0.0131,0.248,3e-05,0.21,1.83e-06,1832.59571459405,0.379,5.56,Inf,2617.99387799149,Inf,Inf,NaN,NaN,0.74,8.96
MM_309758,Maxon,309758,BLDC,48,0.0261,0.836,0.000118,0.21,1.83e-06,1832.59571459405,0.189,2.95,Inf,2617.99387799149,Inf,Inf,NaN,NaN,0.74,8.96
MM_311536,Maxon,311536,BLDC,24,0.0135,0.341,3.1e-05,0.17,8.91e-07,1769.76386152225,0.223,4.2,Inf,2617.99387799149,Inf,Inf,NaN,NaN,0.7,10.7
MM_311538,Maxon,311538,BLDC,48,0.0271,1.27,0.000123,0.17,8.91e-07,1769.76386152225,0.112,2.1,Inf,2617.99387799149,Inf,Inf,NaN,NaN,0.7,10.7
MM_315173,Maxon,315173,BLDC,18,0.00297,3.42,6.7e-05,0.013,6.91e-09,5979.49801733257,0.0673,0.6,Inf,6806.78408277788,Inf,Inf,NaN,NaN,5.1,39.8
MM_323218,Maxon,323218,BLDC,24,0.014,0.527,5e-05,0.12,5.54e-07,1706.93200845045,0.166,3.34,Inf,2617.99387799149,Inf,Inf,NaN,NaN,1.19,12.2
MM_323219,Maxon,323219,BLDC,36,0.0211,1.24,0.000113,0.12,5.54e-07,1706.93200845045,0.11,2.16,Inf,2617.99387799149,Inf,Inf,NaN,NaN,1.19,12.2
MM_323220,Maxon,323220,BLDC,48,0.0281,2.3,0.000201,0.12,5.54e-07,1706.93200845045,0.0828,1.58,Inf,2617.99387799149,Inf,Inf,NaN,NaN,1.19,12.2
MM_339281,Maxon,339281,BLDC,24,0.051,4.87,0.00224,0.075,9.25e-06,456.578132321717,0.0814,1.01,Inf,1047.1975511966,Inf,Inf,NaN,NaN,3.92,6.7
MM_339287,Maxon,339287,BLDC,36,0.101,7.48,0.00515,0.11,1.35e-05,351.858377202057,0.0423,0.828,Inf,1047.1975511966,Inf,Inf,NaN,NaN,4.25,6.23
MM_350909,Maxon,350909,BLDC,24,0.0251,0.201,0.000322,0.22,1.35e-05,628.318530717959,0.209,2.65,Inf,678.584013175395,Inf,Inf,NaN,NaN,7.68,5.6
MM_351008,Maxon,351008,BLDC,24,0.0238,28.6,0.00309,0.022,5.1e-07,973.893722612836,0.0251,0.329,Inf,1570.7963267949,Inf,Inf,NaN,NaN,2.66,16.6
MM_353295,Maxon,353295,DC,24,0.0537,0.0821,3.1e-05,2.1,0.000129,428.303798439408,0.697,10,Inf,575.958653158129,Inf,Inf,NaN,NaN,1.85,1.3
MM_353297,Maxon,353297,DC,48,0.123,0.365,0.000161,2.1,0.000134,384.321501289151,0.289,6.8,Inf,575.958653158129,Inf,Inf,NaN,NaN,1.85,1.3
MM_370416,Maxon,370416,BLDC,24,0.0181,7.48,0.00262,0.037,5.1e-07,628.318530717959,0.0322,0.313,Inf,678.584013175395,Inf,Inf,NaN,NaN,5.32,10.6
MM_370418,Maxon,370418,BLDC,24,0.0224,1.34,0.00161,0.091,3.5e-06,628.318530717959,0.0837,0.678,Inf,678.584013175395,Inf,Inf,NaN,NaN,5.92,7.55
MM_370427,Maxon,370427,BLDC,24,0.0357,0.264,0.000413,0.26,1.81e-05,471.238898038469,0.191,2.85,Inf,1047.1975511966,Inf,Inf,NaN,NaN,6.7,4.79
MM_393023,Maxon,393023,BLDC,24,0.0232,0.209,8.4e-05,0.58,5.38e-06,1030.44239037745,0.385,7.39,Inf,1884.95559215388,Inf,Inf,NaN,NaN,1.05,5.21
MM_393025,Maxon,393025,BLDC,48,0.0464,0.806,0.000337,0.58,5.38e-06,1030.44239037745,0.193,3.69,Inf,1884.95559215388,Inf,Inf,NaN,NaN,1.05,5.21
MM_397172,Maxon,397172,BLDC,24,0.0369,0.608,0.000463,0.14,1.81e-05,639.837703781121,0.234,3.21,Inf,1047.1975511966,Inf,Inf,NaN,NaN,4.1,3.56
MM_402687,Maxon,402687,BLDC,48,0.131,6.89,0.00585,0.14,1.81e-05,360.23595761163,0.0481,0.936,Inf,1047.1975511966,Inf,Inf,NaN,NaN,3.83,4.77
MM_449464,Maxon,449464,BLDC,24,0.0169,0.501,0.00039,0.17,1.05e-06,1382.30076757951,0.285,2.8,Inf,1570.7963267949,Inf,Inf,NaN,NaN,2.57,9.66
MM_449470,Maxon,449470,BLDC,36,0.0315,0.778,0.000644,0.24,2.42e-06,1120.50137978036,0.192,2.43,Inf,1570.7963267949,Inf,Inf,NaN,NaN,2.6,7.8
MM_496651,Maxon,496651,BLDC,18,0.0217,0.455,0.000255,0.18,1.28e-06,815.76689238215,0.289,2.93,Inf,1047.1975511966,Inf,Inf,NaN,NaN,3.77,9.91
MM_496652,Maxon,496652,BLDC,36,0.0461,1.44,0.00115,0.18,1.28e-06,769.690200129499,0.131,1.61,Inf,1047.1975511966,Inf,Inf,NaN,NaN,3.77,9.91
MM_496654,Maxon,496654,BLDC,18,0.0217,0.199,0.000113,0.25,2.3e-06,821.002880138133,0.448,4.87,Inf,1047.1975511966,Inf,Inf,NaN,NaN,2.27,8.17
MM_496655,Maxon,496655,BLDC,36,0.0461,0.591,0.000512,0.25,2.3e-06,773.878990334286,0.205,2.73,Inf,1047.1975511966,Inf,Inf,NaN,NaN,2.27,8.17
MM_496660,Maxon,496660,BLDC,18,0.0375,0.236,0.000169,0.39,4.4e-06,475.427688243255,0.352,5.46,Inf,837.758040957278,Inf,Inf,NaN,NaN,1.35,7.17
MM_496661,Maxon,496661,BLDC,36,0.0749,0.853,0.000675,0.39,4.4e-06,476.474885794452,0.176,2.72,Inf,837.758040957278,Inf,Inf,NaN,NaN,1.35,7.17
MM_500267,Maxon,500267,BLDC,48,0.231,0.844,0.00107,0.98,0.000506,205.250720034533,0.278,4.06,Inf,523.598775598299,Inf,Inf,NaN,NaN,1.82,1.78
MM_500269,Maxon,500269,BLDC,18,0.0807,0.0983,0.000133,0.98,0.000506,220.958683302482,0.83,12.1,Inf,523.598775598299,Inf,Inf,NaN,NaN,1.82,1.73
MM_515458,Maxon,515458,BLDC,24,0.0712,0.216,0.000232,0.63,0.000317,331.961623729321,0.658,6.39,Inf,523.598775598299,Inf,Inf,NaN,NaN,3.71,1.75
MM_539473,Maxon,539473,BLDC,24,0.0246,1.64,0.00112,0.15,7.3e-07,962.374549549673,0.103,1.52,Inf,1570.7963267949,Inf,Inf,NaN,NaN,3.75,11.1
MM_539477,Maxon,539477,BLDC,24,0.0228,0.713,0.000475,0.24,1.38e-06,1043.00876099181,0.169,2.48,Inf,1570.7963267949,Inf,Inf,NaN,NaN,2.46,9.01
MM_539482,Maxon,539482,BLDC,24,0.0266,0.787,0.000749,0.15,8.1e-07,892.212313619501,0.143,2.28,Inf,1047.1975511966,Inf,Inf,NaN,NaN,3.75,11.1
MM_539487,Maxon,539487,BLDC,24,0.0286,0.38,0.00039,0.24,1.55e-06,832.522053201295,0.223,3.64,Inf,1047.1975511966,Inf,Inf,NaN,NaN,2.46,9.01
MM_574741,Maxon,574741,BLDC,24,0.0481,0.0948,0.000123,0.82,1.7e-05,494.277244164794,0.716,8.96,Inf,628.318530717959,Inf,Inf,NaN,NaN,0.63,4.32
MM_578296,Maxon,578296,DC,24,0.0385,0.103,7.2e-05,1.1,5.36e-05,623.082542961976,0.236,10.8,Inf,994.837673636768,Inf,Inf,NaN,NaN,1.24,3.59
MM_578298,Maxon,578298,DC,48,0.0934,0.608,0.000423,1.1,5.42e-05,513.126800086333,0.0884,4.58,Inf,994.837673636768,Inf,Inf,NaN,NaN,1.24,3.59
MM_579165,Maxon,579165,BLDC,48,0.0919,0.288,0.00045,0.82,1.7e-05,518.362787842316,0.384,4.56,Inf,628.318530717959,Inf,Inf,NaN,NaN,0.63,4.32
MM_580047,Maxon,580047,BLDC,60,0.217,2.03,0.00215,0.63,0.000317,272.271363311115,0.197,2.1,Inf,523.598775598299,Inf,Inf,NaN,NaN,3.62,1.95
MM_624163,Maxon,624163,BLDC,6,0.0033,18.1,0.0004,0.003,2.37e-08,1633.62817986669,0.0311,0.222,Inf,2617.99387799149,Inf,Inf,NaN,NaN,13.2,49.2
MM_DC-MAX16S01EBSL577,Maxon,DC-MAX16S01EBSL577,DC,6,0.00719,4.1,0.00014,0.023,1.12e-07,826.238867894116,0.0147,0.577,Inf,1151.91730631626,Inf,Inf,NaN,NaN,5.5,29.8
MM_DC-MAX16S01EBSL651,Maxon,DC-MAX16S01EBSL651,DC,12,0.015,19.1,0.00061,0.023,1.05e-07,791.681348704628,0.0069,0.267,Inf,1151.91730631626,Inf,Inf,NaN,NaN,5.5,29.8
MM_DC-MAX16S01EBSL721,Maxon,DC-MAX16S01EBSL721,DC,24,0.0303,83.2,0.00249,0.023,9.94e-08,782.256570743858,0.0034,0.128,Inf,1151.91730631626,Inf,Inf,NaN,NaN,5.5,29.8
MM_DC-MAX16S01GBSL553,Maxon,DC-MAX16S01GBSL553,DC,6,0.00562,2.79,8.6e-05,0.023,1e-07,1033.58398303104,0.0673,0.72,Inf,1151.91730631626,Inf,Inf,NaN,NaN,5.5,29.8
MM_DC-MAX16S01GBSL622,Maxon,DC-MAX16S01GBSL622,DC,12,0.0112,11.4,0.000343,0.023,9.93e-08,1032.53678547985,0.0336,0.413,Inf,1151.91730631626,Inf,Inf,NaN,NaN,5.5,29.8
MM_DC-MAX16S01GBSL692,Maxon,DC-MAX16S01GBSL692,DC,24,0.0225,37.5,0.00137,0.023,1.16e-07,1038.81997078702,0.0168,0.227,Inf,1151.91730631626,Inf,Inf,NaN,NaN,5.5,29.8
MM_DC-MAX22S01EBKL556,Maxon,DC-MAX22S01EBKL556,DC,6,0.0104,1.6,0.000119,0.053,5.7e-07,574.911455606932,0.0189,0.84,Inf,942.477796076938,Inf,Inf,NaN,NaN,6,20
MM_DC-MAX22S01EBKL619,Maxon,DC-MAX22S01EBKL619,DC,12,0.0193,6.28,0.000413,0.053,4.98e-07,616.799357654796,0.0105,0.541,Inf,942.477796076938,Inf,Inf,NaN,NaN,6,20
MM_DC-MAX22S01EBKL703,Maxon,DC-MAX22S01EBKL703,DC,24,0.0448,33.3,0.00221,0.053,5.05e-07,533.023553559068,0.00422,0.235,Inf,942.477796076938,Inf,Inf,NaN,NaN,6,20
MM_DC-MAX22S01EBSL556,Maxon,DC-MAX22S01EBSL556,DC,6,0.0104,1.6,0.000119,0.053,5.7e-07,573.864258055735,0.0208,0.84,Inf,942.477796076938,Inf,Inf,NaN,NaN,6,20
MM_DC-MAX22S01EBSL619,Maxon,DC-MAX22S01EBSL619,DC,12,0.0193,6.28,0.000413,0.053,4.98e-07,616.799357654796,0.0117,0.542,Inf,942.477796076938,Inf,Inf,NaN,NaN,6,20
MM_DC-MAX22S01EBSL703,Maxon,DC-MAX22S01EBSL703,DC,24,0.0448,33.3,0.00221,0.053,5.05e-07,533.023553559068,0.00462,0.236,Inf,942.477796076938,Inf,Inf,NaN,NaN,6,20
MM_DC-MAX22S01GBKL529,Maxon,DC-MAX22S01GBKL529,DC,6,0.00788,1.11,6.9e-05,0.053,5.07e-07,737.227076042405,0.0564,1.49,Inf,942.477796076938,Inf,Inf,NaN,NaN,6,20
MM_DC-MAX22S01GBKL598,Maxon,DC-MAX22S01GBKL598,DC,12,0.0158,3.83,0.000274,0.053,5.57e-07,747.699051554371,0.0283,0.819,Inf,942.477796076938,Inf,Inf,NaN,NaN,6,20
MM_DC-MAX22S01GBKL665,Maxon,DC-MAX22S01GBKL665,DC,24,0.0308,16.6,0.00105,0.053,4.69e-07,768.643002578303,0.0145,0.397,Inf,942.477796076938,Inf,Inf,NaN,NaN,6,20
MM_DC-MAX22S01GBSL529,Maxon,DC-MAX22S01GBSL529,DC,6,0.00788,1.11,6.9e-05,0.053,5.07e-07,736.179878491208,0.0588,1.49,Inf,942.477796076938,Inf,Inf,NaN,NaN,6,20
MM_DC-MAX22S01GBSL598,Maxon,DC-MAX22S01GBSL598,DC,12,0.0158,3.83,0.000274,0.053,5.57e-07,747.699051554371,0.0295,0.818,Inf,942.477796076938,Inf,Inf,NaN,NaN,6,20
MM_DC-MAX22S01GBSL665,Maxon,DC-MAX22S01GBSL665,DC,24,0.0308,16.6,0.00105,0.053,4.69e-07,767.595805027106,0.0151,0.397,Inf,942.477796076938,Inf,Inf,NaN,NaN,6,20
MM_DC-MAX26S01EBKL574,Maxon,DC-MAX26S01EBKL574,DC,12,0.0256,2.19,0.000278,0.12,1.49e-06,467.050107833683,0.0222,0.84,Inf,701.62235930172,Inf,Inf,NaN,NaN,3.2,13.2
MM_DC-MAX26S01EBKL646,Maxon,DC-MAX26S01EBKL646,DC,24,0.0522,9.08,0.00116,0.12,1.52e-06,457.625329872913,0.0108,0.562,Inf,701.62235930172,Inf,Inf,NaN,NaN,3.2,13.2
MM_DC-MAX26S01EBSL574,Maxon,DC-MAX26S01EBSL574,DC,12,0.0256,2.19,0.000278,0.12,1.49e-06,467.050107833683,0.0271,0.84,Inf,701.62235930172,Inf,Inf,NaN,NaN,3.2,13.2
MM_DC-MAX26S01EBSL646,Maxon,DC-MAX26S01EBSL646,DC,24,0.0522,9.08,0.00116,0.12,1.52e-06,457.625329872913,0.0132,0.564,Inf,701.62235930172,Inf,Inf,NaN,NaN,3.2,13.2
MM_DC-MAX26S01GBKL574,Maxon,DC-MAX26S01GBKL574,DC,24,0.0256,2.14,0.000278,0.12,1.49e-06,935.147413218562,0.0398,1.08,Inf,1151.91730631626,Inf,Inf,NaN,NaN,3.2,13.2
MM_DC-MAX26S01GBKL646,Maxon,DC-MAX26S01GBKL646,DC,48,0.0522,9.04,0.00116,0.12,1.52e-06,915.250659745826,0.0193,0.582,Inf,1151.91730631626,Inf,Inf,NaN,NaN,3.2,13.2
MM_DC-MAX26S01GBSL574,Maxon,DC-MAX26S01GBSL574,DC,24,0.0256,2.14,0.000278,0.12,1.49e-06,934.100215667365,0.053,1.08,Inf,1151.91730631626,Inf,Inf,NaN,NaN,3.2,13.2
MM_DC-MAX26S01GBSL646,Maxon,DC-MAX26S01GBSL646,DC,48,0.0522,9.04,0.00116,0.12,1.52e-06,914.20346219463,0.0257,0.567,Inf,1151.91730631626,Inf,Inf,NaN,NaN,3.2,13.2
MM_DCX06M01EBKL501,Maxon,DCX06M01EBKL501,DC,1.5,0.000779,2.58,8e-06,0.002,1.66e-09,1801.17978805815,0.0362,0.425,Inf,1811.65176357011,Inf,Inf,NaN,NaN,20,105
MM_DCX06M01EBKL570,Maxon,DCX06M01EBKL570,DC,3,0.00156,8.92,3.2e-05,0.002,1.83e-09,1822.12373908208,0.0182,0.228,Inf,1811.65176357011,Inf,Inf,NaN,NaN,20,105
