key,manufacturer,ID,type,stages,ratio,mass,inertia,efficiency,direction,max_int_torque,max_cont_torque
MM_GPX14HPKLSL0243CPLW,Maxon,GPX14HPKLSL0243CPLW,planetary,4,242.789918739113,0.027,8.52e-09,0.55,1,0.6,0.5
MM_GPX14HPKLSL0326CPLW,Maxon,GPX14HPKLSL0326CPLW,planetary,4,326.459059966131,0.027,8.52e-09,0.55,1,0.6,0.5
MM_GPX14HPKLSL0406CPLW,Maxon,GPX14HPKLSL0406CPLW,planetary,4,405.944744131798,0.027,8.52e-09,0.55,1,0.6,0.5
MM_GPX14HPKLSL0439CPLW,Maxon,GPX14HPKLSL0439CPLW,planetary,4,438.961874477536,0.027,8.52e-09,0.55,1,0.6,0.5
MM_GPX14HPKLSL0546CPLW,Maxon,GPX14HPKLSL0546CPLW,planetary,4,545.839548263371,0.027,8.52e-09,0.55,1,0.6,0.5
MM_GPX14HPKLSL0590CPLW,Maxon,GPX14HPKLSL0590CPLW,planetary,4,590.234889682102,0.027,8.52e-09,0.55,1,0.6,0.5
MM_GPX14HPKLSL0679CPLW,Maxon,GPX14HPKLSL0679CPLW,planetary,4,678.739612188366,0.027,8.52e-09,0.55,1,0.6,0.5
MM_GPX14HPKLSL0734CPLW,Maxon,GPX14HPKLSL0734CPLW,planetary,4,733.94425412644,0.027,8.52e-09,0.55,1,0.6,0.5
MM_GPX14HPKLSL0794CPLW,Maxon,GPX14HPKLSL0794CPLW,planetary,4,793.638913203319,0.027,8.52e-09,0.55,1,0.6,0.5
MM_GPX14HPKLSL0913CPLW,Maxon,GPX14HPKLSL0913CPLW,planetary,4,912.643724696356,0.027,8.52e-09,0.55,1,0.6,0.5
MM_GPX14HPKLSL0987CPLW,Maxon,GPX14HPKLSL0987CPLW,planetary,4,986.872735548475,0.027,8.52e-09,0.55,1,0.6,0.5
MM_GPX14HPKLSL1135CPLW,Maxon,GPX14HPKLSL1135CPLW,planetary,4,1134.85263157895,0.027,8.52e-09,0.55,1,0.6,0.5
MM_GPX14HPKLSL1227CPLW,Maxon,GPX14HPKLSL1227CPLW,planetary,4,1227.15479289941,0.027,8.52e-09,0.55,1,0.6,0.5
MM_GPX14HPKLSL1526CPLW,Maxon,GPX14HPKLSL1526CPLW,planetary,4,1525.94030769231,0.027,8.52e-09,0.55,1,0.6,0.5
MM_GPX14HPKLSL16D0CPLW,Maxon,GPX14HPKLSL16D0CPLW,planetary,2,15.5817174515235,0.021,9.53e-09,0.75,1,0.4,0.3
MM_GPX14HPKLSL21D0CPLW,Maxon,GPX14HPKLSL21D0CPLW,planetary,2,20.9514170040486,0.021,9.53e-09,0.75,1,0.4,0.3
MM_GPX14HPKLSL26D0CPLW,Maxon,GPX14HPKLSL26D0CPLW,planetary,2,26.0526315789474,0.021,9.53e-09,0.75,1,0.4,0.3
MM_GPX14HPKLSL28D0CPLW,Maxon,GPX14HPKLSL28D0CPLW,planetary,2,28.1715976331361,0.021,9.53e-09,0.75,1,0.4,0.3
MM_GPX14HPKLSL35D0CPLW,Maxon,GPX14HPKLSL35D0CPLW,planetary,2,35.0307692307692,0.021,9.53e-09,0.75,1,0.4,0.3
MM_GPX14HPKLSL62D0CPLW,Maxon,GPX14HPKLSL62D0CPLW,planetary,3,61.5067794139087,0.025,8.01e-09,0.65,1,0.5,0.4
MM_GPX14HPKLSL83D0CPLW,Maxon,GPX14HPKLSL83D0CPLW,planetary,3,82.7029618580865,0.025,8.01e-09,0.65,1,0.5,0.4
MM_GPX14LNKLSL0103CPLW,Maxon,GPX14LNKLSL0103CPLW,planetary,3,102.839335180055,0.021,6.5e-09,0.75,1,0.25,0.2
MM_GPX14LNKLSL0111CPLW,Maxon,GPX14LNKLSL0111CPLW,planetary,3,111.203674867642,0.021,6.5e-09,0.75,1,0.25,0.2
MM_GPX14LNKLSL0138CPLW,Maxon,GPX14LNKLSL0138CPLW,planetary,3,138.279352226721,0.021,6.5e-09,0.75,1,0.25,0.2
MM_GPX14LNKLSL0150CPLW,Maxon,GPX14LNKLSL0150CPLW,planetary,3,149.526172052799,0.021,6.5e-09,0.75,1,0.25,0.2
MM_GPX14LNKLSL0172CPLW,Maxon,GPX14LNKLSL0172CPLW,planetary,3,171.947368421053,0.021,6.5e-09,0.75,1,0.25,0.2
MM_GPX14LNKLSL0186CPLW,Maxon,GPX14LNKLSL0186CPLW,planetary,3,185.932544378698,0.021,6.5e-09,0.75,1,0.25,0.2
MM_GPX14LNKLSL0231CPLW,Maxon,GPX14LNKLSL0231CPLW,planetary,3,231.203076923077,0.021,6.5e-09,0.75,1,0.25,0.2
MM_GPX14LNKLSL0243CPLW,Maxon,GPX14LNKLSL0243CPLW,planetary,4,242.789918739113,0.023,6.84e-09,0.65,1,0.3,0.24
MM_GPX14LNKLSL0326CPLW,Maxon,GPX14LNKLSL0326CPLW,planetary,4,326.459059966131,0.023,6.84e-09,0.65,1,0.3,0.24
MM_GPX14LNKLSL03D9CPLW,Maxon,GPX14LNKLSL03D9CPLW,planetary,1,3.94736842105263,0.014,6.73e-09,0.9,1,0.16,0.13
MM_GPX14LNKLSL0406CPLW,Maxon,GPX14LNKLSL0406CPLW,planetary,4,405.944744131798,0.023,6.84e-09,0.65,1,0.3,0.24
MM_GPX14LNKLSL0439CPLW,Maxon,GPX14LNKLSL0439CPLW,planetary,4,438.961874477536,0.023,6.84e-09,0.65,1,0.3,0.24
MM_GPX14LNKLSL0546CPLW,Maxon,GPX14LNKLSL0546CPLW,planetary,4,545.839548263371,0.023,6.84e-09,0.65,1,0.3,0.24
MM_GPX14LNKLSL0590CPLW,Maxon,GPX14LNKLSL0590CPLW,planetary,4,590.234889682102,0.023,6.84e-09,0.65,1,0.3,0.24
MM_GPX14LNKLSL05D3CPLW,Maxon,GPX14LNKLSL05D3CPLW,planetary,1,5.30769230769231,0.014,6.73e-09,0.9,1,0.16,0.13
MM_GPX14LNKLSL0679CPLW,Maxon,GPX14LNKLSL0679CPLW,planetary,4,678.739612188366,0.023,6.84e-09,0.65,1,0.3,0.24
MM_GPX14LNKLSL06D6CPLW,Maxon,GPX14LNKLSL06D6CPLW,planetary,1,6.6,0.014,6.73e-09,0.9,1,0.16,0.13
MM_GPX14LNKLSL0734CPLW,Maxon,GPX14LNKLSL0734CPLW,planetary,4,733.94425412644,0.023,6.84e-09,0.65,1,0.3,0.24
MM_GPX14LNKLSL0794CPLW,Maxon,GPX14LNKLSL0794CPLW,planetary,4,793.638913203319,0.023,6.84e-09,0.65,1,0.3,0.24
MM_GPX14LNKLSL0913CPLW,Maxon,GPX14LNKLSL0913CPLW,planetary,4,912.643724696356,0.023,6.84e-09,0.65,1,0.3,0.24
MM_GPX14LNKLSL0987CPLW,Maxon,GPX14LNKLSL0987CPLW,planetary,4,986.872735548475,0.023,6.84e-09,0.65,1,0.3,0.24
MM_GPX14LNKLSL1135CPLW,Maxon,GPX14LNKLSL1135CPLW,planetary,4,1134.85263157895,0.023,6.84e-09,0.65,1,0.3,0.24
MM_GPX14LNKLSL1227CPLW,Maxon,GPX14LNKLSL1227CPLW,planetary,4,1227.15479289941,0.023,6.84e-09,0.65,1,0.3,0.24
MM_GPX14LNKLSL1526CPLW,Maxon,GPX14LNKLSL1526CPLW,planetary,4,1525.94030769231,0.023,6.84e-09,0.65,1,0.3,0.24
MM_GPX14LNKLSL16D0CPLW,Maxon,GPX14LNKLSL16D0CPLW,planetary,2,15.5817174515235,0.019,5.95e-09,0.8,1,0.2,0.16
MM_GPX14LNKLSL21D0CPLW,Maxon,GPX14LNKLSL21D0CPLW,planetary,2,20.9514170040486,0.019,5.95e-09,0.8,1,0.2,0.16
MM_GPX14LNKLSL26D0CPLW,Maxon,GPX14LNKLSL26D0CPLW,planetary,2,26.0526315789474,0.019,5.95e-09,0.8,1,0.2,0.16
MM_GPX14LNKLSL28D0CPLW,Maxon,GPX14LNKLSL28D0CPLW,planetary,2,28.1715976331361,0.019,5.95e-09,0.8,1,0.2,0.16
MM_GPX14LNKLSL35D0CPLW,Maxon,GPX14LNKLSL35D0CPLW,planetary,2,35.0307692307692,0.019,5.95e-09,0.8,1,0.2,0.16
MM_GPX14LNKLSL62D0CPLW,Maxon,GPX14LNKLSL62D0CPLW,planetary,3,61.5067794139087,0.021,6.5e-09,0.75,1,0.25,0.2
MM_GPX14LNKLSL83D0CPLW,Maxon,GPX14LNKLSL83D0CPLW,planetary,3,82.7029618580865,0.021,6.5e-09,0.75,1,0.25,0.2
MM_GPX14LZKLSL0103CPLW,Maxon,GPX14LZKLSL0103CPLW,planetary,3,102.839335180055,0.021,6.5e-09,0.75,1,0.31,0.25
MM_GPX14LZKLSL0111CPLW,Maxon,GPX14LZKLSL0111CPLW,planetary,3,111.203674867642,0.021,6.5e-09,0.75,1,0.31,0.25
MM_GPX14LZKLSL0138CPLW,Maxon,GPX14LZKLSL0138CPLW,planetary,3,138.279352226721,0.021,6.5e-09,0.75,1,0.31,0.25
MM_GPX14LZKLSL0150CPLW,Maxon,GPX14LZKLSL0150CPLW,planetary,3,149.526172052799,0.021,6.5e-09,0.75,1,0.31,0.25
MM_GPX14LZKLSL0172CPLW,Maxon,GPX14LZKLSL0172CPLW,planetary,3,171.947368421053,0.021,6.5e-09,0.75,1,0.31,0.25
MM_GPX14LZKLSL0186CPLW,Maxon,GPX14LZKLSL0186CPLW,planetary,3,185.932544378698,0.021,6.5e-09,0.75,1,0.31,0.25
MM_GPX14LZKLSL0231CPLW,Maxon,GPX14LZKLSL0231CPLW,planetary,3,231.203076923077,0.021,6.5e-09,0.75,1,0.31,0.25
MM_GPX14LZKLSL0243CPLW,Maxon,GPX14LZKLSL0243CPLW,planetary,4,242.789918739113,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14LZKLSL0326CPLW,Maxon,GPX14LZKLSL0326CPLW,planetary,4,326.459059966131,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14LZKLSL0406CPLW,Maxon,GPX14LZKLSL0406CPLW,planetary,4,405.944744131798,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14LZKLSL0439CPLW,Maxon,GPX14LZKLSL0439CPLW,planetary,4,438.961874477536,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14LZKLSL0546CPLW,Maxon,GPX14LZKLSL0546CPLW,planetary,4,545.839548263371,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14LZKLSL0590CPLW,Maxon,GPX14LZKLSL0590CPLW,planetary,4,590.234889682102,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14LZKLSL0679CPLW,Maxon,GPX14LZKLSL0679CPLW,planetary,4,678.739612188366,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14LZKLSL0734CPLW,Maxon,GPX14LZKLSL0734CPLW,planetary,4,733.94425412644,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14LZKLSL0794CPLW,Maxon,GPX14LZKLSL0794CPLW,planetary,4,793.638913203319,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14LZKLSL0913CPLW,Maxon,GPX14LZKLSL0913CPLW,planetary,4,912.643724696356,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14LZKLSL0987CPLW,Maxon,GPX14LZKLSL0987CPLW,planetary,4,986.872735548475,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14LZKLSL1135CPLW,Maxon,GPX14LZKLSL1135CPLW,planetary,4,1134.85263157895,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14LZKLSL1227CPLW,Maxon,GPX14LZKLSL1227CPLW,planetary,4,1227.15479289941,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14LZKLSL1526CPLW,Maxon,GPX14LZKLSL1526CPLW,planetary,4,1525.94030769231,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14LZKLSL16D0CPLW,Maxon,GPX14LZKLSL16D0CPLW,planetary,2,15.5817174515235,0.019,5.95e-09,0.8,1,0.25,0.2
MM_GPX14LZKLSL21D0CPLW,Maxon,GPX14LZKLSL21D0CPLW,planetary,2,20.9514170040486,0.019,5.95e-09,0.8,1,0.25,0.2
MM_GPX14LZKLSL26D0CPLW,Maxon,GPX14LZKLSL26D0CPLW,planetary,2,26.0526315789474,0.019,5.95e-09,0.8,1,0.25,0.2
MM_GPX14LZKLSL28D0CPLW,Maxon,GPX14LZKLSL28D0CPLW,planetary,2,28.1715976331361,0.019,5.95e-09,0.8,1,0.25,0.2
MM_GPX14LZKLSL35D0CPLW,Maxon,GPX14LZKLSL35D0CPLW,planetary,2,35.0307692307692,0.019,5.95e-09,0.8,1,0.25,0.2
MM_GPX14LZKLSL62D0CPLW,Maxon,GPX14LZKLSL62D0CPLW,planetary,3,61.5067794139087,0.021,6.5e-09,0.75,1,0.31,0.25
MM_GPX14LZKLSL83D0CPLW,Maxon,GPX14LZKLSL83D0CPLW,planetary,3,82.7029618580865,0.021,6.5e-09,0.75,1,0.31,0.25
MM_GPX16AAKLSL0103CPLW,Maxon,GPX16AAKLSL0103CPLW,planetary,3,102.839335180055,0.027,1.06e-08,0.75,1,0.45,0.35
MM_GPX16AAKLSL0111CPLW,Maxon,GPX16AAKLSL0111CPLW,planetary,3,111.203674867642,0.027,1.06e-08,0.75,1,0.45,0.35
MM_GPX16AAKLSL0138CPLW,Maxon,GPX16AAKLSL0138CPLW,planetary,3,138.279352226721,0.027,1.06e-08,0.75,1,0.45,0.35
MM_GPX16AAKLSL0150CPLW,Maxon,GPX16AAKLSL0150CPLW,planetary,3,149.526172052799,0.027,1.06e-08,0.75,1,0.45,0.35
MM_GPX16AAKLSL0172CPLW,Maxon,GPX16AAKLSL0172CPLW,planetary,3,171.947368421053,0.027,1.06e-08,0.75,1,0.45,0.35
MM_GPX16AAKLSL0186CPLW,Maxon,GPX16AAKLSL0186CPLW,planetary,3,185.932544378698,0.027,1.06e-08,0.75,1,0.45,0.35
MM_GPX16AAKLSL0231CPLW,Maxon,GPX16AAKLSL0231CPLW,planetary,3,231.203076923077,0.027,1.06e-08,0.75,1,0.45,0.35
MM_GPX16AAKLSL0243CPLW,Maxon,GPX16AAKLSL0243CPLW,planetary,4,242.789918739113,0.031,1.09e-08,0.65,1,0.55,0.45
MM_GPX16AAKLSL0326CPLW,Maxon,GPX16AAKLSL0326CPLW,planetary,4,326.459059966131,0.031,1.09e-08,0.65,1,0.55,0.45
MM_GPX16AAKLSL03D9CPLW,Maxon,GPX16AAKLSL03D9CPLW,planetary,1,3.94736842105263,0.02,1.28e-08,0.9,1,0.25,0.2
MM_GPX16AAKLSL0406CPLW,Maxon,GPX16AAKLSL0406CPLW,planetary,4,405.944744131798,0.031,1.09e-08,0.65,1,0.55,0.45
MM_GPX16AAKLSL0439CPLW,Maxon,GPX16AAKLSL0439CPLW,planetary,4,438.961874477536,0.031,1.09e-08,0.65,1,0.55,0.45
MM_GPX16AAKLSL0546CPLW,Maxon,GPX16AAKLSL0546CPLW,planetary,4,545.839548263371,0.031,1.09e-08,0.65,1,0.55,0.45
MM_GPX16AAKLSL0590CPLW,Maxon,GPX16AAKLSL0590CPLW,planetary,4,590.234889682102,0.031,1.09e-08,0.65,1,0.55,0.45
MM_GPX16AAKLSL05D3CPLW,Maxon,GPX16AAKLSL05D3CPLW,planetary,1,5.30769230769231,0.02,1.28e-08,0.9,1,0.25,0.2
MM_GPX16AAKLSL0679CPLW,Maxon,GPX16AAKLSL0679CPLW,planetary,4,678.739612188366,0.031,1.09e-08,0.65,1,0.55,0.45
MM_GPX16AAKLSL06D6CPLW,Maxon,GPX16AAKLSL06D6CPLW,planetary,1,6.6,0.02,1.28e-08,0.9,1,0.25,0.2
MM_GPX16AAKLSL0734CPLW,Maxon,GPX16AAKLSL0734CPLW,planetary,4,733.94425412644,0.031,1.09e-08,0.65,1,0.55,0.45
MM_GPX16AAKLSL0794CPLW,Maxon,GPX16AAKLSL0794CPLW,planetary,4,793.638913203319,0.031,1.09e-08,0.65,1,0.55,0.45
MM_GPX16AAKLSL0913CPLW,Maxon,GPX16AAKLSL0913CPLW,planetary,4,912.643724696356,0.031,1.09e-08,0.65,1,0.55,0.45
MM_GPX16AAKLSL0987CPLW,Maxon,GPX16AAKLSL0987CPLW,planetary,4,986.872735548475,0.031,1.09e-08,0.65,1,0.55,0.45
MM_GPX16AAKLSL1135CPLW,Maxon,GPX16AAKLSL1135CPLW,planetary,4,1134.85263157895,0.031,1.09e-08,0.65,1,0.55,0.45
MM_GPX16AAKLSL1227CPLW,Maxon,GPX16AAKLSL1227CPLW,planetary,4,1227.15479289941,0.031,1.09e-08,0.65,1,0.55,0.45
MM_GPX16AAKLSL1526CPLW,Maxon,GPX16AAKLSL1526CPLW,planetary,4,1525.94030769231,0.031,1.09e-08,0.65,1,0.55,0.45
MM_GPX16AAKLSL16D0CPLW,Maxon,GPX16AAKLSL16D0CPLW,planetary,2,15.5817174515235,0.025,1.09e-08,0.8,1,0.35,0.25
MM_GPX16AAKLSL21D0CPLW,Maxon,GPX16AAKLSL21D0CPLW,planetary,2,20.9514170040486,0.025,1.09e-08,0.8,1,0.35,0.25
MM_GPX16AAKLSL26D0CPLW,Maxon,GPX16AAKLSL26D0CPLW,planetary,2,26.0526315789474,0.025,1.09e-08,0.8,1,0.35,0.25
MM_GPX16AAKLSL28D0CPLW,Maxon,GPX16AAKLSL28D0CPLW,planetary,2,28.1715976331361,0.025,1.09e-08,0.8,1,0.35,0.25
MM_GPX16AAKLSL35D0CPLW,Maxon,GPX16AAKLSL35D0CPLW,planetary,2,35.0307692307692,0.025,1.09e-08,0.8,1,0.35,0.25
MM_GPX16AAKLSL44D0CPLW,Maxon,GPX16AAKLSL44D0CPLW,planetary,2,43.56,0.025,1.09e-08,0.8,1,0.35,0.25
MM_GPX16AAKLSL62D0CPLW,Maxon,GPX16AAKLSL62D0CPLW,planetary,3,61.5067794139087,0.027,1.06e-08,0.75,1,0.45,0.35
MM_GPX16AAKLSL83D0CPLW,Maxon,GPX16AAKLSL83D0CPLW,planetary,3,82.7029618580865,0.027,1.06e-08,0.75,1,0.45,0.35
MM_GPX16CAKLSL0103CPLW,Maxon,GPX16CAKLSL0103CPLW,planetary,3,102.839335180055,0.027,1.06e-08,0.75,1,0.58,0.47
MM_GPX16CAKLSL0111CPLW,Maxon,GPX16CAKLSL0111CPLW,planetary,3,111.203674867642,0.027,1.06e-08,0.75,1,0.58,0.47
MM_GPX16CAKLSL0138CPLW,Maxon,GPX16CAKLSL0138CPLW,planetary,3,138.279352226721,0.027,1.06e-08,0.75,1,0.58,0.47
MM_GPX16CAKLSL0150CPLW,Maxon,GPX16CAKLSL0150CPLW,planetary,3,149.526172052799,0.027,1.06e-08,0.75,1,0.58,0.47
MM_GPX16CAKLSL0172CPLW,Maxon,GPX16CAKLSL0172CPLW,planetary,3,171.947368421053,0.027,1.06e-08,0.75,1,0.58,0.47
MM_GPX16CAKLSL0186CPLW,Maxon,GPX16CAKLSL0186CPLW,planetary,3,185.932544378698,0.027,1.06e-08,0.75,1,0.58,0.47
MM_GPX16CAKLSL0231CPLW,Maxon,GPX16CAKLSL0231CPLW,planetary,3,231.203076923077,0.027,1.06e-08,0.75,1,0.58,0.47
MM_GPX16CAKLSL0243CPLW,Maxon,GPX16CAKLSL0243CPLW,planetary,4,242.789918739113,0.031,1.09e-08,0.65,1,0.75,0.6
MM_GPX16CAKLSL0326CPLW,Maxon,GPX16CAKLSL0326CPLW,planetary,4,326.459059966131,0.031,1.09e-08,0.65,1,0.75,0.6
MM_GPX16CAKLSL03D9CPLW,Maxon,GPX16CAKLSL03D9CPLW,planetary,1,3.94736842105263,0.02,1.28e-08,0.9,1,0.33,0.27
MM_GPX16CAKLSL0406CPLW,Maxon,GPX16CAKLSL0406CPLW,planetary,4,405.944744131798,0.031,1.09e-08,0.65,1,0.75,0.6
MM_GPX16CAKLSL0439CPLW,Maxon,GPX16CAKLSL0439CPLW,planetary,4,438.961874477536,0.031,1.09e-08,0.65,1,0.75,0.6
MM_GPX16CAKLSL0546CPLW,Maxon,GPX16CAKLSL0546CPLW,planetary,4,545.839548263371,0.031,1.09e-08,0.65,1,0.75,0.6
MM_GPX16CAKLSL0590CPLW,Maxon,GPX16CAKLSL0590CPLW,planetary,4,590.234889682102,0.031,1.09e-08,0.65,1,0.75,0.6
MM_GPX16CAKLSL05D3CPLW,Maxon,GPX16CAKLSL05D3CPLW,planetary,1,5.30769230769231,0.02,1.28e-08,0.9,1,0.33,0.27
MM_GPX16CAKLSL0679CPLW,Maxon,GPX16CAKLSL0679CPLW,planetary,4,678.739612188366,0.031,1.09e-08,0.65,1,0.75,0.6
MM_GPX16CAKLSL06D6CPLW,Maxon,GPX16CAKLSL06D6CPLW,planetary,1,6.6,0.02,1.28e-08,0.9,1,0.33,0.27
MM_GPX16CAKLSL0734CPLW,Maxon,GPX16CAKLSL0734CPLW,planetary,4,733.94425412644,0.031,1.09e-08,0.65,1,0.75,0.6
MM_GPX16CAKLSL0794CPLW,Maxon,GPX16CAKLSL0794CPLW,planetary,4,793.638913203319,0.031,1.09e-08,0.65,1,0.75,0.6
MM_GPX16CAKLSL0913CPLW,Maxon,GPX16CAKLSL0913CPLW,planetary,4,912.643724696356,0.031,1.09e-08,0.65,1,0.75,0.6
MM_GPX16CAKLSL0987CPLW,Maxon,GPX16CAKLSL0987CPLW,planetary,4,986.872735548475,0.031,1.09e-08,0.65,1,0.75,0.6
MM_GPX16CAKLSL1135CPLW,Maxon,GPX16CAKLSL1135CPLW,planetary,4,1134.85263157895,0.031,1.09e-08,0.65,1,0.75,0.6
MM_GPX16CAKLSL1227CPLW,Maxon,GPX16CAKLSL1227CPLW,planetary,4,1227.15479289941,0.031,1.09e-08,0.65,1,0.75,0.6
MM_GPX16CAKLSL1526CPLW,Maxon,GPX16CAKLSL1526CPLW,planetary,4,1525.94030769231,0.031,1.09e-08,0.65,1,0.75,0.6
MM_GPX16CAKLSL16D0CPLW,Maxon,GPX16CAKLSL16D0CPLW,planetary,2,15.5817174515235,0.025,1.09e-08,0.8,1,0.42,0.33
MM_GPX16CAKLSL21D0CPLW,Maxon,GPX16CAKLSL21D0CPLW,planetary,2,20.9514170040486,0.025,1.09e-08,0.8,1,0.42,0.33
MM_GPX16CAKLSL26D0CPLW,Maxon,GPX16CAKLSL26D0CPLW,planetary,2,26.0526315789474,0.025,1.09e-08,0.8,1,0.42,0.33
MM_GPX16CAKLSL28D0CPLW,Maxon,GPX16CAKLSL28D0CPLW,planetary,2,28.1715976331361,0.025,1.09e-08,0.8,1,0.42,0.33
MM_GPX16CAKLSL35D0CPLW,Maxon,GPX16CAKLSL35D0CPLW,planetary,2,35.0307692307692,0.025,1.09e-08,0.8,1,0.42,0.33
MM_GPX16CAKLSL44D0CPLW,Maxon,GPX16CAKLSL44D0CPLW,planetary,2,43.56,0.025,1.09e-08,0.8,1,0.42,0.33
MM_GPX16CAKLSL62D0CPLW,Maxon,GPX16CAKLSL62D0CPLW,planetary,3,61.5067794139087,0.027,1.06e-08,0.75,1,0.58,0.47
MM_GPX16CAKLSL83D0CPLW,Maxon,GPX16CAKLSL83D0CPLW,planetary,3,82.7029618580865,0.027,1.06e-08,0.75,1,0.58,0.47
MM_GPX16HPKLSL0103CPLW,Maxon,GPX16HPKLSL0103CPLW,planetary,3,102.839335180055,0.037,1.78e-08,0.65,1,1,0.8
MM_GPX16HPKLSL0111CPLW,Maxon,GPX16HPKLSL0111CPLW,planetary,3,111.203674867642,0.037,1.78e-08,0.65,1,1,0.8
MM_GPX16HPKLSL0138CPLW,Maxon,GPX16HPKLSL0138CPLW,planetary,3,138.279352226721,0.037,1.78e-08,0.65,1,1,0.8
MM_GPX16HPKLSL0150CPLW,Maxon,GPX16HPKLSL0150CPLW,planetary,3,149.526172052799,0.037,1.78e-08,0.65,1,1,0.8
MM_GPX16HPKLSL0172CPLW,Maxon,GPX16HPKLSL0172CPLW,planetary,3,171.947368421053,0.037,1.78e-08,0.65,1,1,0.8
MM_GPX16HPKLSL0186CPLW,Maxon,GPX16HPKLSL0186CPLW,planetary,3,185.932544378698,0.037,1.78e-08,0.65,1,1,0.8
MM_GPX16HPKLSL0231CPLW,Maxon,GPX16HPKLSL0231CPLW,planetary,3,231.203076923077,0.037,1.78e-08,0.65,1,1,0.8
MM_GPX16HPKLSL0243CPLW,Maxon,GPX16HPKLSL0243CPLW,planetary,4,242.789918739113,0.039,1.69e-08,0.55,1,1.1,0.9
MM_GPX16HPKLSL0326CPLW,Maxon,GPX16HPKLSL0326CPLW,planetary,4,326.459059966131,0.039,1.69e-08,0.55,1,1.1,0.9
MM_GPX16HPKLSL0406CPLW,Maxon,GPX16HPKLSL0406CPLW,planetary,4,405.944744131798,0.039,1.69e-08,0.55,1,1.1,0.9
MM_GPX16HPKLSL0439CPLW,Maxon,GPX16HPKLSL0439CPLW,planetary,4,438.961874477536,0.039,1.69e-08,0.55,1,1.1,0.9
MM_GPX16HPKLSL0546CPLW,Maxon,GPX16HPKLSL0546CPLW,planetary,4,545.839548263371,0.039,1.69e-08,0.55,1,1.1,0.9
MM_GPX16HPKLSL0590CPLW,Maxon,GPX16HPKLSL0590CPLW,planetary,4,590.234889682102,0.039,1.69e-08,0.55,1,1.1,0.9
MM_GPX16HPKLSL0679CPLW,Maxon,GPX16HPKLSL0679CPLW,planetary,4,678.739612188366,0.039,1.69e-08,0.55,1,1.1,0.9
MM_GPX16HPKLSL0734CPLW,Maxon,GPX16HPKLSL0734CPLW,planetary,4,733.94425412644,0.039,1.69e-08,0.55,1,1.1,0.9
MM_GPX16HPKLSL0794CPLW,Maxon,GPX16HPKLSL0794CPLW,planetary,4,793.638913203319,0.039,1.69e-08,0.55,1,1.1,0.9
MM_GPX16HPKLSL0913CPLW,Maxon,GPX16HPKLSL0913CPLW,planetary,4,912.643724696356,0.039,1.69e-08,0.55,1,1.1,0.9
MM_GPX16HPKLSL0987CPLW,Maxon,GPX16HPKLSL0987CPLW,planetary,4,986.872735548475,0.039,1.69e-08,0.55,1,1.1,0.9
MM_GPX16HPKLSL1135CPLW,Maxon,GPX16HPKLSL1135CPLW,planetary,4,1134.85263157895,0.039,1.69e-08,0.55,1,1.1,0.9
MM_GPX16HPKLSL1227CPLW,Maxon,GPX16HPKLSL1227CPLW,planetary,4,1227.15479289941,0.039,1.69e-08,0.55,1,1.1,0.9
MM_GPX16HPKLSL1526CPLW,Maxon,GPX16HPKLSL1526CPLW,planetary,4,1525.94030769231,0.039,1.69e-08,0.55,1,1.1,0.9
MM_GPX16HPKLSL16D0CPLW,Maxon,GPX16HPKLSL16D0CPLW,planetary,2,15.5817174515235,0.032,2.08e-08,0.75,1,0.7,0.55
MM_GPX16HPKLSL21D0CPLW,Maxon,GPX16HPKLSL21D0CPLW,planetary,2,20.9514170040486,0.032,2.08e-08,0.75,1,0.7,0.55
MM_GPX16HPKLSL26D0CPLW,Maxon,GPX16HPKLSL26D0CPLW,planetary,2,26.0526315789474,0.032,2.08e-08,0.75,1,0.7,0.55
MM_GPX16HPKLSL28D0CPLW,Maxon,GPX16HPKLSL28D0CPLW,planetary,2,28.1715976331361,0.032,2.08e-08,0.75,1,0.7,0.55
MM_GPX16HPKLSL35D0CPLW,Maxon,GPX16HPKLSL35D0CPLW,planetary,2,35.0307692307692,0.032,2.08e-08,0.75,1,0.7,0.55
MM_GPX16HPKLSL44D0CPLW,Maxon,GPX16HPKLSL44D0CPLW,planetary,2,43.56,0.032,2.08e-08,0.75,1,0.7,0.55
MM_GPX16HPKLSL62D0CPLW,Maxon,GPX16HPKLSL62D0CPLW,planetary,3,61.5067794139087,0.037,1.78e-08,0.65,1,1,0.8
