key,manufacturer,ID,type,stages,ratio,mass,inertia,efficiency,direction,max_int_torque,max_cont_torque
MM_GPX12CAKLSL0913CPLW,Maxon,GPX12CAKLSL0913CPLW,planetary,4,912.643724696356,0.019,8.34e-09,0.65,1,0.29,0.23
MM_GPX12CAKLSL0987CPLW,Maxon,GPX12CAKLSL0987CPLW,planetary,4,986.872735548475,0.019,8.34e-09,0.65,1,0.29,0.23
MM_GPX12CAKLSL1135CPLW,Maxon,GPX12CAKLSL1135CPLW,planetary,4,1141.13652631579,0.019,8.34e-09,0.65,1,0.29,0.23
MM_GPX12CAKLSL1526CPLW,Maxon,GPX12CAKLSL1526CPLW,planetary,4,1525.94030769231,0.019,8.34e-09,0.65,1,0.29,0.23
MM_GPX12CAKLSL16D0CPLW,Maxon,GPX12CAKLSL16D0CPLW,planetary,2,15.5817174515235,0.014,6.02e-09,0.8,1,0.19,0.15
MM_GPX12CAKLSL21D0CPLW,Maxon,GPX12CAKLSL21D0CPLW,planetary,2,20.9514170040486,0.014,6.02e-09,0.8,1,0.19,0.15
MM_GPX12CAKLSL26D0CPLW,Maxon,GPX12CAKLSL26D0CPLW,planetary,2,26.0526315789474,0.014,6.02e-09,0.8,1,0.19,0.15
MM_GPX12CAKLSL28D0CPLW,Maxon,GPX12CAKLSL28D0CPLW,planetary,2,28.1715976331361,0.014,6.02e-09,0.8,1,0.19,0.15
MM_GPX12CAKLSL35D0CPLW,Maxon,GPX12CAKLSL35D0CPLW,planetary,2,35.0307692307692,0.014,6.02e-09,0.8,1,0.19,0.15
MM_GPX12CAKLSL62D0CPLW,Maxon,GPX12CAKLSL62D0CPLW,planetary,3,61.5067794139087,0.017,6.64e-09,0.75,1,0.24,0.19
MM_GPX12CAKLSL83D0CPLW,Maxon,GPX12CAKLSL83D0CPLW,planetary,3,82.7029618580865,0.017,6.64e-09,0.75,1,0.24,0.19
MM_GPX12HPKLSL0103CPLW,Maxon,GPX12HPKLSL0103CPLW,planetary,3,102.839335180055,0.019,6.71e-09,0.65,1,0.38,0.3
MM_GPX12HPKLSL0111CPLW,Maxon,GPX12HPKLSL0111CPLW,planetary,3,111.203674867642,0.019,6.71e-09,0.65,1,0.38,0.3
MM_GPX12HPKLSL0138CPLW,Maxon,GPX12HPKLSL0138CPLW,planetary,3,138.279352226721,0.019,6.71e-09,0.65,1,0.38,0.3
MM_GPX12HPKLSL0150CPLW,Maxon,GPX12HPKLSL0150CPLW,planetary,3,149.526172052799,0.019,6.71e-09,0.65,1,0.38,0.3
MM_GPX12HPKLSL0172CPLW,Maxon,GPX12HPKLSL0172CPLW,planetary,3,171.947368421053,0.019,6.71e-09,0.65,1,0.38,0.3
MM_GPX12HPKLSL0186CPLW,Maxon,GPX12HPKLSL0186CPLW,planetary,3,185.932544378698,0.019,6.71e-09,0.65,1,0.38,0.3
MM_GPX12HPKLSL0231CPLW,Maxon,GPX12HPKLSL0231CPLW,planetary,3,231.203076923077,0.019,6.71e-09,0.65,1,0.38,0.3
MM_GPX12HPKLSL0243CPLW,Maxon,GPX12HPKLSL0243CPLW,planetary,4,242.789918739113,0.021,7.04e-09,0.55,1,0.41,0.35
MM_GPX12HPKLSL0326CPLW,Maxon,GPX12HPKLSL0326CPLW,planetary,4,326.459059966131,0.021,7.04e-09,0.55,1,0.41,0.35
MM_GPX12HPKLSL0406CPLW,Maxon,GPX12HPKLSL0406CPLW,planetary,4,405.944744131798,0.021,7.04e-09,0.55,1,0.41,0.35
MM_GPX12HPKLSL0439CPLW,Maxon,GPX12HPKLSL0439CPLW,planetary,4,438.961874477536,0.021,7.04e-09,0.55,1,0.41,0.35
MM_GPX12HPKLSL0546CPLW,Maxon,GPX12HPKLSL0546CPLW,planetary,4,545.839548263371,0.021,7.04e-09,0.55,1,0.41,0.35
MM_GPX12HPKLSL0590CPLW,Maxon,GPX12HPKLSL0590CPLW,planetary,4,590.234889682102,0.021,7.04e-09,0.55,1,0.41,0.35
MM_GPX12HPKLSL0679CPLW,Maxon,GPX12HPKLSL0679CPLW,planetary,4,678.739612188366,0.021,7.04e-09,0.55,1,0.41,0.35
MM_GPX12HPKLSL0734CPLW,Maxon,GPX12HPKLSL0734CPLW,planetary,4,733.94425412644,0.021,7.04e-09,0.55,1,0.41,0.35
MM_GPX12HPKLSL0794CPLW,Maxon,GPX12HPKLSL0794CPLW,planetary,4,793.638913203319,0.021,7.04e-09,0.55,1,0.41,0.35
MM_GPX12HPKLSL0913CPLW,Maxon,GPX12HPKLSL0913CPLW,planetary,4,912.643724696356,0.021,7.04e-09,0.55,1,0.41,0.35
MM_GPX12HPKLSL0987CPLW,Maxon,GPX12HPKLSL0987CPLW,planetary,4,986.872735548475,0.021,7.04e-09,0.55,1,0.41,0.35
MM_GPX12HPKLSL1135CPLW,Maxon,GPX12HPKLSL1135CPLW,planetary,4,1134.85263157895,0.021,7.04e-09,0.55,1,0.41,0.35
MM_GPX12HPKLSL1227CPLW,Maxon,GPX12HPKLSL1227CPLW,planetary,4,1227.15479289941,0.021,7.04e-09,0.55,1,0.41,0.35
MM_GPX12HPKLSL1526CPLW,Maxon,GPX12HPKLSL1526CPLW,planetary,4,1525.94030769231,0.021,7.04e-09,0.55,1,0.41,0.35
MM_GPX12HPKLSL16D0CPLW,Maxon,GPX12HPKLSL16D0CPLW,planetary,2,15.5817174515235,0.016,6.59e-09,0.75,1,0.3,0.25
MM_GPX12HPKLSL21D0CPLW,Maxon,GPX12HPKLSL21D0CPLW,planetary,2,20.9514170040486,0.016,6.59e-09,0.75,1,0.3,0.25
MM_GPX12HPKLSL26D0CPLW,Maxon,GPX12HPKLSL26D0CPLW,planetary,2,26.0526315789474,0.016,6.59e-09,0.75,1,0.3,0.25
MM_GPX12HPKLSL28D0CPLW,Maxon,GPX12HPKLSL28D0CPLW,planetary,2,28.1715976331361,0.016,6.59e-09,0.75,1,0.3,0.25
MM_GPX12HPKLSL35D0CPLW,Maxon,GPX12HPKLSL35D0CPLW,planetary,2,35.0307692307692,0.016,6.59e-09,0.75,1,0.3,0.25
MM_GPX12HPKLSL62D0CPLW,Maxon,GPX12HPKLSL62D0CPLW,planetary,3,61.5067794139087,0.019,6.71e-09,0.65,1,0.38,0.3
MM_GPX12HPKLSL83D0CPLW,Maxon,GPX12HPKLSL83D0CPLW,planetary,3,82.7029618580865,0.019,6.71e-09,0.65,1,0.38,0.3
MM_GPX12LNKLSL0103CPLW,Maxon,GPX12LNKLSL0103CPLW,planetary,3,102.839335180055,0.017,6.64e-09,0.75,1,0.14,0.11
MM_GPX12LNKLSL0111CPLW,Maxon,GPX12LNKLSL0111CPLW,planetary,3,111.203674867642,0.017,6.64e-09,0.75,1,0.14,0.11
MM_GPX12LNKLSL0138CPLW,Maxon,GPX12LNKLSL0138CPLW,planetary,3,138.279352226721,0.017,6.64e-09,0.75,1,0.14,0.11
MM_GPX12LNKLSL0150CPLW,Maxon,GPX12LNKLSL0150CPLW,planetary,3,149.526172052799,0.017,6.64e-09,0.75,1,0.14,0.11
MM_GPX12LNKLSL0172CPLW,Maxon,GPX12LNKLSL0172CPLW,planetary,3,171.947368421053,0.017,6.64e-09,0.75,1,0.14,0.11
MM_GPX12LNKLSL0186CPLW,Maxon,GPX12LNKLSL0186CPLW,planetary,3,185.932544378698,0.017,6.64e-09,0.75,1,0.14,0.11
MM_GPX12LNKLSL0231CPLW,Maxon,GPX12LNKLSL0231CPLW,planetary,3,231.203076923077,0.017,6.64e-09,0.75,1,0.14,0.11
MM_GPX12LNKLSL0243CPLW,Maxon,GPX12LNKLSL0243CPLW,planetary,4,242.789918739113,0.019,8.34e-09,0.65,1,0.18,0.14
MM_GPX12LNKLSL0326CPLW,Maxon,GPX12LNKLSL0326CPLW,planetary,4,326.459059966131,0.019,8.34e-09,0.65,1,0.18,0.14
MM_GPX12LNKLSL03D9CPLW,Maxon,GPX12LNKLSL03D9CPLW,planetary,1,3.94736842105263,0.011,5.78e-09,0.9,1,0.08,0.06
MM_GPX12LNKLSL0406CPLW,Maxon,GPX12LNKLSL0406CPLW,planetary,4,405.944744131798,0.019,8.34e-09,0.65,1,0.18,0.14
MM_GPX12LNKLSL0439CPLW,Maxon,GPX12LNKLSL0439CPLW,planetary,4,438.961874477536,0.019,8.34e-09,0.65,1,0.18,0.14
MM_GPX12LNKLSL0546CPLW,Maxon,GPX12LNKLSL0546CPLW,planetary,4,545.839548263371,0.019,8.34e-09,0.65,1,0.18,0.14
MM_GPX12LNKLSL0590CPLW,Maxon,GPX12LNKLSL0590CPLW,planetary,4,590.234889682102,0.019,8.34e-09,0.65,1,0.18,0.14
MM_GPX12LNKLSL05D3CPLW,Maxon,GPX12LNKLSL05D3CPLW,planetary,1,5.30769230769231,0.011,5.78e-09,0.9,1,0.08,0.06
MM_GPX12LNKLSL0679CPLW,Maxon,GPX12LNKLSL0679CPLW,planetary,4,678.739612188366,0.019,8.34e-09,0.65,1,0.18,0.14
MM_GPX12LNKLSL0734CPLW,Maxon,GPX12LNKLSL0734CPLW,planetary,4,733.94425412644,0.019,8.34e-09,0.65,1,0.18,0.14
MM_GPX12LNKLSL0794CPLW,Maxon,GPX12LNKLSL0794CPLW,planetary,4,793.638913203319,0.019,8.34e-09,0.65,1,0.18,0.14
MM_GPX12LNKLSL0913CPLW,Maxon,GPX12LNKLSL0913CPLW,planetary,4,912.643724696356,0.019,8.34e-09,0.65,1,0.18,0.14
MM_GPX12LNKLSL0987CPLW,Maxon,GPX12LNKLSL0987CPLW,planetary,4,986.872735548475,0.019,8.34e-09,0.65,1,0.18,0.14
MM_GPX12LNKLSL1135CPLW,Maxon,GPX12LNKLSL1135CPLW,planetary,4,1134.85263157895,0.019,8.34e-09,0.65,1,0.18,0.14
MM_GPX12LNKLSL1227CPLW,Maxon,GPX12LNKLSL1227CPLW,planetary,4,1227.15479289941,0.019,8.34e-09,0.65,1,0.18,0.14
MM_GPX12LNKLSL1526CPLW,Maxon,GPX12LNKLSL1526CPLW,planetary,4,1525.94030769231,0.019,8.34e-09,0.65,1,0.18,0.14
MM_GPX12LNKLSL16D0CPLW,Maxon,GPX12LNKLSL16D0CPLW,planetary,2,15.5817174515235,0.014,6.02e-09,0.8,1,0.11,0.09
MM_GPX12LNKLSL21D0CPLW,Maxon,GPX12LNKLSL21D0CPLW,planetary,2,20.9514170040486,0.014,6.02e-09,0.8,1,0.11,0.09
MM_GPX12LNKLSL26D0CPLW,Maxon,GPX12LNKLSL26D0CPLW,planetary,2,26.0526315789474,0.014,6.02e-09,0.8,1,0.11,0.09
MM_GPX12LNKLSL28D0CPLW,Maxon,GPX12LNKLSL28D0CPLW,planetary,2,28.1715976331361,0.014,6.02e-09,0.8,1,0.11,0.09
MM_GPX12LNKLSL35D0CPLW,Maxon,GPX12LNKLSL35D0CPLW,planetary,2,35.0307692307692,0.014,6.02e-09,0.8,1,0.11,0.09
MM_GPX12LNKLSL62D0CPLW,Maxon,GPX12LNKLSL62D0CPLW,planetary,3,61.5067794139087,0.017,6.64e-09,0.75,1,0.14,0.11
MM_GPX12LNKLSL83D0CPLW,Maxon,GPX12LNKLSL83D0CPLW,planetary,3,82.7029618580865,0.017,6.64e-09,0.75,1,0.14,0.11
MM_GPX12LZKLSL0103CPLW,Maxon,GPX12LZKLSL0103CPLW,planetary,3,102.839335180055,0.017,6.64e-09,0.75,1,0.18,0.14
MM_GPX12LZKLSL0111CPLW,Maxon,GPX12LZKLSL0111CPLW,planetary,3,111.203674867642,0.017,6.64e-09,0.75,1,0.18,0.14
MM_GPX12LZKLSL0138CPLW,Maxon,GPX12LZKLSL0138CPLW,planetary,3,138.279352226721,0.017,6.64e-09,0.75,1,0.18,0.14
MM_GPX12LZKLSL0150CPLW,Maxon,GPX12LZKLSL0150CPLW,planetary,3,149.526172052799,0.017,6.64e-09,0.75,1,0.18,0.14
MM_GPX12LZKLSL0172CPLW,Maxon,GPX12LZKLSL0172CPLW,planetary,3,171.947368421053,0.017,6.64e-09,0.75,1,0.18,0.14
MM_GPX12LZKLSL0186CPLW,Maxon,GPX12LZKLSL0186CPLW,planetary,3,185.932544378698,0.017,6.64e-09,0.75,1,0.18,0.14
MM_GPX12LZKLSL0231CPLW,Maxon,GPX12LZKLSL0231CPLW,planetary,3,231.203076923077,0.017,6.64e-09,0.75,1,0.18,0.14
MM_GPX12LZKLSL0243CPLW,Maxon,GPX12LZKLSL0243CPLW,planetary,4,242.789918739113,0.019,8.34e-09,0.65,1,0.21,0.17
MM_GPX12LZKLSL0326CPLW,Maxon,GPX12LZKLSL0326CPLW,planetary,4,326.459059966131,0.019,8.34e-09,0.65,1,0.21,0.17
MM_GPX12LZKLSL0406CPLW,Maxon,GPX12LZKLSL0406CPLW,planetary,4,405.944744131798,0.019,8.34e-09,0.65,1,0.21,0.17
MM_GPX12LZKLSL0439CPLW,Maxon,GPX12LZKLSL0439CPLW,planetary,4,438.961874477536,0.019,8.34e-09,0.65,1,0.21,0.17
MM_GPX12LZKLSL0546CPLW,Maxon,GPX12LZKLSL0546CPLW,planetary,4,545.839548263371,0.019,8.34e-09,0.65,1,0.21,0.17
MM_GPX12LZKLSL0590CPLW,Maxon,GPX12LZKLSL0590CPLW,planetary,4,590.234889682102,0.019,8.34e-09,0.65,1,0.21,0.17
MM_GPX12LZKLSL0679CPLW,Maxon,GPX12LZKLSL0679CPLW,planetary,4,678.739612188366,0.019,8.34e-09,0.65,1,0.21,0.17
MM_GPX12LZKLSL0734CPLW,Maxon,GPX12LZKLSL0734CPLW,planetary,4,733.94425412644,0.019,8.34e-09,0.65,1,0.21,0.17
MM_GPX12LZKLSL0794CPLW,Maxon,GPX12LZKLSL0794CPLW,planetary,4,793.638913203319,0.019,8.34e-09,0.65,1,0.21,0.17
MM_GPX12LZKLSL0913CPLW,Maxon,GPX12LZKLSL0913CPLW,planetary,4,912.643724696356,0.019,8.34e-09,0.65,1,0.21,0.17
MM_GPX12LZKLSL0987CPLW,Maxon,GPX12LZKLSL0987CPLW,planetary,4,986.872735548475,0.019,8.34e-09,0.65,1,0.21,0.17
MM_GPX12LZKLSL1135CPLW,Maxon,GPX12LZKLSL1135CPLW,planetary,4,1134.85263157895,0.019,8.34e-09,0.65,1,0.21,0.17
MM_GPX12LZKLSL1227CPLW,Maxon,GPX12LZKLSL1227CPLW,planetary,4,1227.15479289941,0.019,8.34e-09,0.65,1,0.21,0.17
MM_GPX12LZKLSL1526CPLW,Maxon,GPX12LZKLSL1526CPLW,planetary,4,1525.94030769231,0.019,8.34e-09,0.65,1,0.21,0.17
MM_GPX12LZKLSL16D0CPLW,Maxon,GPX12LZKLSL16D0CPLW,planetary,2,15.5817174515235,0.014,6.02e-09,0.8,1,0.14,0.11
MM_GPX12LZKLSL21D0CPLW,Maxon,GPX12LZKLSL21D0CPLW,planetary,2,20.9514170040486,0.014,6.02e-09,0.8,1,0.14,0.11
MM_GPX12LZKLSL26D0CPLW,Maxon,GPX12LZKLSL26D0CPLW,planetary,2,26.0526315789474,0.014,6.02e-09,0.8,1,0.14,0.11
MM_GPX12LZKLSL28D0CPLW,Maxon,GPX12LZKLSL28D0CPLW,planetary,2,28.1715976331361,0.014,6.02e-09,0.8,1,0.14,0.11
MM_GPX12LZKLSL35D0CPLW,Maxon,GPX12LZKLSL35D0CPLW,planetary,2,35.0307692307692,0.014,6.02e-09,0.8,1,0.14,0.11
MM_GPX12LZKLSL62D0CPLW,Maxon,GPX12LZKLSL62D0CPLW,planetary,3,61.5067794139087,0.017,6.64e-09,0.75,1,0.18,0.14
MM_GPX12LZKLSL83D0CPLW,Maxon,GPX12LZKLSL83D0CPLW,planetary,3,82.7029618580865,0.017,6.64e-09,0.75,1,0.18,0.14
MM_GPX13HSKLSL0125CPSC,Maxon,GPX13HSKLSL0125CPSC,planetary,3,125,0.03,7.4e-10,0.7,1,0.19,0.15
MM_GPX13HSKLSL05D0CPSC,Maxon,GPX13HSKLSL05D0CPSC,planetary,1,5,0.021,9.5e-10,0.85,1,0.03,0.025
MM_GPX13HSKLSL25D0CPSC,Maxon,GPX13HSKLSL25D0CPSC,planetary,2,25,0.026,7.5e-10,0.8,1,0.075,0.06
MM_GPX13M1KLSL0125CPSC,Maxon,GPX13M1KLSL0125CPSC,planetary,3,125,0.03,7.4e-10,0.7,1,0.19,0.15
MM_GPX13M1KLSL05D0CPSC,Maxon,GPX13M1KLSL05D0CPSC,planetary,1,5,0.021,9.5e-10,0.85,1,0.03,0.025
MM_GPX13M1KLSL25D0CPSC,Maxon,GPX13M1KLSL25D0CPSC,planetary,2,25,0.026,7.5e-10,0.8,1,0.075,0.06
MM_GPX14AAKLSL0103CPLW,Maxon,GPX14AAKLSL0103CPLW,planetary,3,102.839335180055,0.021,6.5e-09,0.75,1,0.31,0.25
MM_GPX14AAKLSL0111CPLW,Maxon,GPX14AAKLSL0111CPLW,planetary,3,111.203674867642,0.021,6.5e-09,0.75,1,0.31,0.25
MM_GPX14AAKLSL0138CPLW,Maxon,GPX14AAKLSL0138CPLW,planetary,3,138.279352226721,0.021,6.5e-09,0.75,1,0.31,0.25
MM_GPX14AAKLSL0150CPLW,Maxon,GPX14AAKLSL0150CPLW,planetary,3,149.526172052799,0.021,6.5e-09,0.75,1,0.31,0.25
MM_GPX14AAKLSL0172CPLW,Maxon,GPX14AAKLSL0172CPLW,planetary,3,171.947368421053,0.021,6.5e-09,0.75,1,0.31,0.25
MM_GPX14AAKLSL0186CPLW,Maxon,GPX14AAKLSL0186CPLW,planetary,3,185.932544378698,0.021,6.5e-09,0.75,1,0.31,0.25
MM_GPX14AAKLSL0231CPLW,Maxon,GPX14AAKLSL0231CPLW,planetary,3,231.203076923077,0.021,6.5e-09,0.75,1,0.31,0.25
MM_GPX14AAKLSL0243CPLW,Maxon,GPX14AAKLSL0243CPLW,planetary,4,242.789918739113,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14AAKLSL0326CPLW,Maxon,GPX14AAKLSL0326CPLW,planetary,4,326.459059966131,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14AAKLSL03D9CPLW,Maxon,GPX14AAKLSL03D9CPLW,planetary,1,3.94736842105263,0.014,6.73e-09,0.9,1,0.2,0.16
MM_GPX14AAKLSL0406CPLW,Maxon,GPX14AAKLSL0406CPLW,planetary,4,405.944744131798,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14AAKLSL0439CPLW,Maxon,GPX14AAKLSL0439CPLW,planetary,4,438.961874477536,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14AAKLSL0546CPLW,Maxon,GPX14AAKLSL0546CPLW,planetary,4,545.839548263371,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14AAKLSL0590CPLW,Maxon,GPX14AAKLSL0590CPLW,planetary,4,590.234889682102,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14AAKLSL05D3CPLW,Maxon,GPX14AAKLSL05D3CPLW,planetary,1,5.30769230769231,0.014,6.73e-09,0.9,1,0.2,0.16
MM_GPX14AAKLSL0679CPLW,Maxon,GPX14AAKLSL0679CPLW,planetary,4,678.739612188366,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14AAKLSL06D6CPLW,Maxon,GPX14AAKLSL06D6CPLW,planetary,1,6.6,0.014,6.73e-09,0.9,1,0.2,0.16
MM_GPX14AAKLSL0734CPLW,Maxon,GPX14AAKLSL0734CPLW,planetary,4,733.94425412644,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14AAKLSL0794CPLW,Maxon,GPX14AAKLSL0794CPLW,planetary,4,793.638913203319,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14AAKLSL0913CPLW,Maxon,GPX14AAKLSL0913CPLW,planetary,4,912.643724696356,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14AAKLSL0987CPLW,Maxon,GPX14AAKLSL0987CPLW,planetary,4,986.872735548475,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14AAKLSL1135CPLW,Maxon,GPX14AAKLSL1135CPLW,planetary,4,1134.85263157895,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14AAKLSL1227CPLW,Maxon,GPX14AAKLSL1227CPLW,planetary,4,1227.15479289941,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14AAKLSL1526CPLW,Maxon,GPX14AAKLSL1526CPLW,planetary,4,1525.94030769231,0.023,6.84e-09,0.65,1,0.38,0.3
MM_GPX14AAKLSL16D0CPLW,Maxon,GPX14AAKLSL16D0CPLW,planetary,2,15.5817174515235,0.019,5.95e-09,0.8,1,0.25,0.2
MM_GPX14AAKLSL21D0CPLW,Maxon,GPX14AAKLSL21D0CPLW,planetary,2,20.9514170040486,0.019,5.95e-09,0.8,1,0.25,0.2
MM_GPX14AAKLSL26D0CPLW,Maxon,GPX14AAKLSL26D0CPLW,planetary,2,26.0526315789474,0.019,5.95e-09,0.8,1,0.25,0.2
MM_GPX14AAKLSL28D0CPLW,Maxon,GPX14AAKLSL28D0CPLW,planetary,2,28.1715976331361,0.019,5.95e-09,0.8,1,0.25,0.2
MM_GPX14AAKLSL35D0CPLW,Maxon,GPX14AAKLSL35D0CPLW,planetary,2,35.0307692307692,0.019,5.95e-09,0.8,1,0.25,0.2
MM_GPX14AAKLSL62D0CPLW,Maxon,GPX14AAKLSL62D0CPLW,planetary,3,61.5067794139087,0.021,6.5e-09,0.75,1,0.31,0.25
MM_GPX14AAKLSL83D0CPLW,Maxon,GPX14AAKLSL83D0CPLW,planetary,3,82.7029618580865,0.021,6.5e-09,0.75,1,0.31,0.25
MM_GPX14CAKLSL0103CPLW,Maxon,GPX14CAKLSL0103CPLW,planetary,3,102.839335180055,0.021,6.5e-09,0.75,1,0.41,0.33
MM_GPX14CAKLSL0111CPLW,Maxon,GPX14CAKLSL0111CPLW,planetary,3,111.203674867642,0.021,6.5e-09,0.75,1,0.41,0.33
MM_GPX14CAKLSL0138CPLW,Maxon,GPX14CAKLSL0138CPLW,planetary,3,138.279352226721,0.021,6.5e-09,0.75,1,0.41,0.33
MM_GPX14CAKLSL0150CPLW,Maxon,GPX14CAKLSL0150CPLW,planetary,3,149.526172052799,0.021,6.5e-09,0.75,1,0.41,0.33
MM_GPX14CAKLSL0172CPLW,Maxon,GPX14CAKLSL0172CPLW,planetary,3,171.947368421053,0.021,6.5e-09,0.75,1,0.41,0.33
MM_GPX14CAKLSL0186CPLW,Maxon,GPX14CAKLSL0186CPLW,planetary,3,185.932544378698,0.021,6.5e-09,0.75,1,0.41,0.33
MM_GPX14CAKLSL0231CPLW,Maxon,GPX14CAKLSL0231CPLW,planetary,3,231.203076923077,0.021,6.5e-09,0.75,1,0.41,0.33
MM_GPX14CAKLSL0243CPLW,Maxon,GPX14CAKLSL0243CPLW,planetary,4,242.789918739113,0.023,6.84e-09,0.65,1,0.5,0.4
MM_GPX14CAKLSL0326CPLW,Maxon,GPX14CAKLSL0326CPLW,planetary,4,326.459059966131,0.023,6.84e-09,0.65,1,0.5,0.4
MM_GPX14CAKLSL03D9CPLW,Maxon,GPX14CAKLSL03D9CPLW,planetary,1,3.94736842105263,0.014,6.73e-09,0.9,1,0.26,0.21
MM_GPX14CAKLSL0406CPLW,Maxon,GPX14CAKLSL0406CPLW,planetary,4,405.944744131798,0.023,6.84e-09,0.65,1,0.5,0.4
MM_GPX14CAKLSL0439CPLW,Maxon,GPX14CAKLSL0439CPLW,planetary,4,438.961874477536,0.023,6.84e-09,0.65,1,0.5,0.4
MM_GPX14CAKLSL0546CPLW,Maxon,GPX14CAKLSL0546CPLW,planetary,4,545.839548263371,0.023,6.84e-09,0.65,1,0.5,0.4
MM_GPX14CAKLSL0590CPLW,Maxon,GPX14CAKLSL0590CPLW,planetary,4,590.234889682102,0.023,6.84e-09,0.65,1,0.5,0.4
MM_GPX14CAKLSL05D3CPLW,Maxon,GPX14CAKLSL05D3CPLW,planetary,1,5.30769230769231,0.014,6.73e-09,0.9,1,0.26,0.21
MM_GPX14CAKLSL0679CPLW,Maxon,GPX14CAKLSL0679CPLW,planetary,4,678.739612188366,0.023,6.84e-09,0.65,1,0.5,0.4
MM_GPX14CAKLSL06D6CPLW,Maxon,GPX14CAKLSL06D6CPLW,planetary,1,6.6,0.014,6.73e-09,0.9,1,0.26,0.21
MM_GPX14CAKLSL0734CPLW,Maxon,GPX14CAKLSL0734CPLW,planetary,4,733.94425412644,0.023,6.84e-09,0.65,1,0.5,0.4
MM_GPX14CAKLSL0794CPLW,Maxon,GPX14CAKLSL0794CPLW,planetary,4,793.638913203319,0.023,6.84e-09,0.65,1,0.5,0.4
MM_GPX14CAKLSL0913CPLW,Maxon,GPX14CAKLSL0913CPLW,planetary,4,912.643724696356,0.023,6.84e-09,0.65,1,0.5,0.4
MM_GPX14CAKLSL0987CPLW,Maxon,GPX14CAKLSL0987CPLW,planetary,4,986.872735548475,0.023,6.84e-09,0.65,1,0.5,0.4
MM_GPX14CAKLSL1135CPLW,Maxon,GPX14CAKLSL1135CPLW,planetary,4,1134.85263157895,0.023,6.84e-09,0.65,1,0.5,0.4
MM_GPX14CAKLSL1227CPLW,Maxon,GPX14CAKLSL1227CPLW,planetary,4,1227.15479289941,0.023,6.84e-09,0.65,1,0.5,0.4
MM_GPX14CAKLSL1526CPLW,Maxon,GPX14CAKLSL1526CPLW,planetary,4,1525.94030769231,0.023,6.84e-09,0.65,1,0.5,0.4
MM_GPX14CAKLSL16D0CPLW,Maxon,GPX14CAKLSL16D0CPLW,planetary,2,15.5817174515235,0.019,5.95e-09,0.8,1,0.34,0.27
MM_GPX14CAKLSL21D0CPLW,Maxon,GPX14CAKLSL21D0CPLW,planetary,2,20.9514170040486,0.019,5.95e-09,0.8,1,0.34,0.27
MM_GPX14CAKLSL26D0CPLW,Maxon,GPX14CAKLSL26D0CPLW,planetary,2,26.0526315789474,0.019,5.95e-09,0.8,1,0.34,0.27
MM_GPX14CAKLSL28D0CPLW,Maxon,GPX14CAKLSL28D0CPLW,planetary,2,28.1715976331361,0.019,5.95e-09,0.8,1,0.34,0.27
MM_GPX14CAKLSL35D0CPLW,Maxon,GPX14CAKLSL35D0CPLW,planetary,2,35.0307692307692,0.019,5.95e-09,0.8,1,0.34,0.27
MM_GPX14CAKLSL62D0CPLW,Maxon,GPX14CAKLSL62D0CPLW,planetary,3,61.5067794139087,0.021,6.5e-09,0.75,1,0.41,0.33
MM_GPX14CAKLSL83D0CPLW,Maxon,GPX14CAKLSL83D0CPLW,planetary,3,82.7029618580865,0.021,6.5e-09,0.75,1,0.41,0.33
MM_GPX14HPKLSL0103CPLW,Maxon,GPX14HPKLSL0103CPLW,planetary,3,102.839335180055,0.025,8.01e-09,0.65,1,0.5,0.4
MM_GPX14HPKLSL0111CPLW,Maxon,GPX14HPKLSL0111CPLW,planetary,3,111.203674867642,0.025,8.01e-09,0.65,1,0.5,0.4
MM_GPX14HPKLSL0138CPLW,Maxon,GPX14HPKLSL0138CPLW,planetary,3,138.279352226721,0.025,8.01e-09,0.65,1,0.5,0.4
MM_GPX14HPKLSL0150CPLW,Maxon,GPX14HPKLSL0150CPLW,planetary,3,149.526172052799,0.025,8.01e-09,0.65,1,0.5,0.4
MM_GPX14HPKLSL0172CPLW,Maxon,GPX14HPKLSL0172CPLW,planetary,3,171.947368421053,0.025,8.01e-09,0.65,1,0.5,0.4
MM_GPX14HPKLSL0186CPLW,Maxon,GPX14HPKLSL0186CPLW,planetary,3,185.932544378698,0.025,8.01e-09,0.65,1,0.5,0.4
MM_GPX14HPKLSL0231CPLW,Maxon,GPX14HPKLSL0231CPLW,planetary,3,231.203076923077,0.025,8.01e-09,0.65,1,0.5,0.4
